,state,name,zip,nursing_care,physical_therapy,occupational_therapy,pathology_services,medical_soc_services,home_health_aid,star_rating,timeliness,rx_ed,fall_risk,depression_check,flu_shot,pneumonia_shot,d_foot_care,move_buff,in_out_bed_buff,bathing_buff,move_pain_debuff,breathing_buff,oral_rx_buff,hospital_admit,urgent_noadmit,readmit_expectation,er_admit_expectation
8386,TN,LIFELINE HOME HEALTH CARE,37172,True,True,True,True,True,True,5.0,100.0,99.1,99.5,100.0,84.0,88.0,98.8,78.9,86.6,84.5,98.1,96.9,82.1,13.7,17.2,2,2
8387,TN,BLOUNT MEMORIAL HOME HEALTH,37804,True,True,True,True,True,True,2.0,96.5,97.4,100.0,99.8,77.7,83.5,98.6,57.5,52.3,54.5,49.0,48.9,39.5,20.5,10.7,2,1
8388,TN,"CONTINUCARE HEALTHSERVICES, IN",37406,True,True,True,True,True,True,3.5,96.9,99.3,99.5,99.4,73.3,79.4,99.2,67.4,66.0,75.0,84.3,80.1,54.7,14.5,12.3,1,1
8389,TN,SWEETWATER HOSP HOME HEALTH,37874,True,True,True,True,False,True,4.0,99.0,99.6,99.9,100.0,79.7,81.3,100.0,79.1,80.9,79.7,81.0,76.5,63.6,19.6,16.3,1,1
8390,TN,HIGHPOINT HOMECARE,37066,True,True,True,True,True,True,2.5,87.4,95.1,99.6,100.0,83.1,80.9,99.1,68.7,76.2,63.8,63.8,61.7,43.6,17.3,10.4,1,2
8391,TN,KINDRED AT HOME,37211,True,True,True,True,True,False,3.5,88.2,97.0,100.0,96.2,82.7,83.2,97.8,69.1,71.6,78.1,74.9,76.5,69.2,14.2,9.3,1,2
8392,TN,INTREPID USA HEALTHCARE SERVICES,37874,True,True,True,True,True,True,4.5,98.9,97.8,99.8,90.7,83.5,87.0,97.3,84.1,81.0,95.5,80.1,83.2,75.3,17.2,15.1,2,1
8393,TN,SUNBELT HOMECARE,37762,True,True,True,False,False,True,5.0,97.2,100.0,100.0,100.0,96.5,95.8,100.0,93.0,100.0,91.5,84.9,86.3,80.8,23.9,10.7,2,2
8394,TN,KINDRED AT HOME,37411,True,True,True,True,True,False,3.5,85.0,93.3,100.0,99.0,73.4,78.6,87.4,78.7,76.5,86.0,75.5,87.8,65.1,18.3,14.0,2,2
8395,TN,(CLOSED) DEACONESS HOMECARE,37841,True,True,False,True,False,True,5.0,100.0,100.0,100.0,99.5,77.1,83.9,100.0,88.9,86.5,90.0,91.3,90.0,75.5,18.1,10.3,2,2
8396,TN,HENRY CO MEDICAL CENTER H H,38242,True,True,True,True,True,True,3.0,97.1,96.5,100.0,99.7,69.2,79.3,99.1,65.4,61.6,71.2,79.1,77.2,62.0,11.1,14.6,2,2
8397,TN,UNIVERSITY OF TN MEDICAL CENTER HOME HEALTH SERV,37814,True,True,True,True,True,True,5.0,99.3,99.8,99.9,100.0,87.5,88.0,99.8,85.7,87.4,95.6,96.8,92.6,84.9,15.5,14.2,2,1
8398,TN,CAREALL,38012,True,True,True,True,True,True,3.0,94.9,97.5,99.0,98.0,85.2,85.8,81.8,56.4,68.3,65.0,75.7,70.2,49.9,15.3,23.3,2,2
8399,TN,AMEDISYS HOME HEALTH CARE,37643,True,True,True,True,True,True,4.5,97.7,99.8,99.9,97.3,87.7,92.4,96.6,84.1,78.2,90.0,86.4,85.6,76.8,19.3,13.1,2,1
8400,TX,CARTER HEALTHCARE,76825,True,True,True,True,True,False,5.0,98.6,100.0,100.0,100.0,97.9,98.9,100.0,91.4,81.6,100.0,99.1,83.9,86.1,13.2,21.6,2,1
8401,TN,CHI MEMORIAL HEALTH AT HOME,37421,True,True,True,False,True,True,3.5,96.7,99.2,99.9,99.4,76.8,77.6,99.1,74.4,74.9,78.3,70.9,74.0,64.2,17.0,12.9,2,2
8402,TN,JOHNSON CO HOME HEALTH,37683,True,True,False,False,True,True,2.5,97.6,98.2,100.0,100.0,38.9,93.1,98.1,59.2,55.6,52.7,66.5,60.3,53.7,12.8,25.3,2,2
8403,TN,HOME CARE SOLUTIONS NASHVILLE,37214,True,True,True,True,True,True,4.5,97.7,99.8,100.0,99.9,87.0,87.9,99.5,81.3,78.6,86.3,89.2,85.0,72.4,20.2,13.4,1,2
8404,TN,HOME HEALTH CARE OF MIDDLE TN,37217,True,True,True,True,True,True,3.5,96.5,99.4,99.9,99.6,85.3,88.3,99.6,69.4,67.1,76.2,80.7,70.7,57.2,16.8,12.6,1,1
8405,TN,SUNCREST HOME HEALTH,37760,True,True,True,True,True,True,4.0,90.9,97.2,97.9,97.5,85.8,84.6,98.8,83.1,77.2,86.7,84.5,83.0,74.7,14.7,18.8,2,1
8406,TN,AMEDISYS HOME CARE,38125,True,True,True,True,True,True,4.0,92.5,100.0,99.9,95.4,86.4,90.8,97.9,74.9,71.6,78.6,83.9,77.7,57.2,17.5,14.3,2,1
8407,TN,PREMIERE HOME HEALTH INC,37115,True,True,True,True,True,False,2.5,83.9,,100.0,93.8,,60.3,,77.6,52.1,82.7,84.8,,,,,0,0
8408,TN,HOME CARE SOLUTIONS,37363,True,True,True,True,True,True,4.5,98.9,98.9,99.7,99.4,77.4,84.4,98.5,78.1,78.7,84.6,83.8,88.8,75.0,16.6,13.8,2,1
8409,TN,TENNESSEE HOME HEALTH,37421,True,True,True,True,True,True,4.5,97.8,99.3,100.0,99.8,85.6,85.7,99.4,83.5,79.2,91.9,89.7,94.1,80.4,18.3,14.2,2,2
8410,TN,HANCOCK COUNTY HOME HEALTH AGENCY,37869,True,True,True,False,True,True,3.5,89.6,99.8,100.0,100.0,66.7,76.1,98.4,78.0,81.8,75.8,56.1,70.0,57.5,10.2,24.8,0,0
8411,TN,CONTINUOUS CARE SERVICES,37076,True,True,True,True,True,True,2.5,73.4,99.5,98.9,88.7,79.1,81.0,95.4,57.9,49.4,72.8,60.1,66.1,45.0,21.2,14.3,2,2
8412,TN,VOLUNTEER HOME CARE,38343,True,True,True,True,True,True,4.5,98.9,99.6,99.8,98.3,77.3,79.4,99.6,80.3,77.2,86.4,85.8,78.3,71.2,17.7,14.9,1,2
8413,TN,AMEDISYS HOME HEALTH SERVICES,37072,True,True,True,True,True,True,4.0,98.9,99.7,99.4,90.3,91.7,87.3,91.7,75.5,68.7,77.5,72.8,77.6,55.8,20.6,10.9,2,2
8414,TN,"GUARDIAN HOME CARE, LLC",37421,True,True,True,True,True,True,4.5,98.4,99.2,99.8,99.2,85.4,89.7,99.3,79.8,75.1,87.3,83.1,82.0,56.1,15.4,13.4,2,1
8415,TN,VOLUNTEER HOMECARE OF WEST TN,38363,True,True,True,True,True,True,4.0,98.5,99.0,99.5,96.7,79.0,81.7,97.4,76.3,72.6,85.0,82.2,71.6,72.1,12.7,13.8,1,2
8416,TN,AMEDISYS HOME HEALTH CARE,37167,True,True,True,True,True,True,5.0,98.1,99.9,98.6,91.8,93.2,89.1,97.2,85.7,77.2,92.1,86.7,86.5,72.1,18.1,14.1,2,1
8417,TN,"HOME HEALTH CARE OF WEST TENNESSEE, INC",38133,True,True,True,True,True,True,2.5,90.1,94.5,99.6,94.5,66.0,75.2,99.6,66.1,71.8,65.1,70.9,66.4,56.2,14.8,11.5,2,2
8418,TN,INTREPID USA HEALTHCARE SERVICES,38305,True,True,True,False,True,True,4.5,97.1,99.9,100.0,99.7,83.6,85.9,100.0,79.1,73.7,78.6,82.3,78.0,67.4,14.1,17.1,2,1
8419,TN,"GUARDIAN HOME CARE OF NASHVILLE, LLC",37067,True,True,True,True,True,True,4.5,97.1,99.0,100.0,99.6,89.1,90.7,97.6,79.7,77.2,88.2,85.4,85.3,70.2,18.3,12.3,1,2
8420,TN,"FUNCTIONAL INDEPENDENCE HOME CARE, INC",38018,True,True,True,True,True,True,2.5,91.1,,98.0,94.0,40.9,39.2,93.3,63.4,57.6,64.9,79.1,76.8,60.4,17.4,15.2,2,2
8421,TN,TENNOVA HOME HEALTH - LEXINGTON,38305,True,True,True,True,True,True,4.0,95.3,99.1,99.5,97.2,80.1,84.2,98.6,78.4,72.3,80.1,83.9,78.3,64.9,18.2,13.7,1,1
8422,TN,"NO PLACE LIKE HOME, INC",38017,True,False,False,False,False,True,,,,,,,,,,,,,,,,,0,0
8423,TN,"ATHOMETHERAPY SOLUTIONS, PLLC",38018,True,True,True,True,True,True,3.0,92.2,99.1,98.4,94.8,62.6,58.7,100.0,64.7,65.5,68.4,76.6,69.2,43.7,17.6,14.7,2,1
8424,TN,MAXIM HEALTHCARE SERVICES,37421,True,False,False,False,False,True,,,,,,,,,,,,,,,,,0,0
8425,TN,HEALTH AT HOME,37027,True,True,True,True,False,True,4.5,93.9,95.3,100.0,100.0,92.9,95.9,,86.0,82.9,91.3,82.5,93.6,86.2,12.8,8.6,0,0
8426,TN,"AMERICAN NATIONAL HOME HEALTH, INC",37087,True,True,True,True,True,True,3.0,85.5,99.8,99.4,96.3,88.3,95.1,98.9,71.3,56.3,67.4,73.1,46.4,50.9,23.4,9.3,2,2
8427,TN,"FRIENDSHIP HOME HEALTH, INC",37110,True,True,True,True,True,True,3.0,81.4,100.0,99.4,100.0,62.8,78.3,100.0,74.2,68.4,77.2,68.4,65.6,60.7,16.7,11.0,2,2
8428,TN,WHERE THE HEART IS INC,38028,True,True,True,True,False,True,3.0,78.1,99.6,100.0,99.1,75.8,49.3,92.1,67.4,57.1,66.8,86.0,67.1,58.3,16.5,10.5,2,1
8429,TN,FRIENDSHIP HOME HEALTH,37217,True,True,True,True,True,True,3.0,,81.1,95.5,,64.3,64.9,,75.6,83.6,63.6,,79.3,,8.0,17.5,0,0
8430,TN,"MAXIM HEALTHCARE SERVICES, INC",37919,True,False,False,False,False,True,,85.7,95.8,,95.7,,35.0,,,,,,,,,,0,0
8431,TN,"MAXIM HEALTHCARE SERVICES, INC",37027,True,False,False,False,False,True,,,,,,,,,,,,,,,,,0,0
8432,TN,"ADORATION HOME HEALTH, LLC",37228,True,True,True,True,True,True,2.5,84.6,88.5,99.1,96.4,56.7,67.7,96.2,67.1,66.5,71.2,65.1,71.7,55.9,17.4,13.7,2,1
8433,TN,"MAXIM HEALTHCARE SERVICES, INC",38119,True,False,False,False,False,True,,,,,,,,,,,,,,,,,0,0
8434,TN,BROOKDALE HOME HEALTH NASHVILLE,37211,True,True,True,True,True,False,5.0,97.6,99.7,100.0,99.3,92.7,93.2,98.4,85.0,79.5,84.2,82.9,85.0,61.9,15.7,12.6,2,2
8435,TN,QUALITY HOME HEALTH SERVICES,38133,True,True,True,True,True,True,2.0,77.1,91.4,96.9,97.8,47.1,60.0,92.9,54.4,50.6,66.4,54.9,68.2,62.0,,,0,0
8436,TN,CAREALL HOME CARE SERVICES,37922,True,True,True,True,True,True,3.0,88.8,85.5,98.6,98.8,80.5,84.9,83.7,65.1,73.9,65.5,73.6,69.8,46.0,,,0,0
8437,TX,"COASTAL HOME HEALTH CARE, INC.",78218,True,True,True,True,True,True,2.0,96.3,96.3,100.0,93.8,56.9,70.4,97.4,59.3,23.1,30.5,26.4,,26.7,13.0,8.2,0,0
8438,TN,MAXIM HEALTHCARE SERVICES,37604,True,False,False,False,False,True,,,,,,,,,,,,,,,,,0,0
8439,TX,BESTIN MEDICAL GROUP INC,77063,True,True,True,True,True,False,2.0,94.1,94.1,100.0,100.0,88.5,93.3,,35.4,28.5,39.0,59.1,41.5,29.3,,,0,0
8440,TX,CARITAS HEALTH CARE LLC,77036,True,True,True,True,True,True,,88.9,100.0,100.0,96.3,,,,,,,,,,,,0,0
8441,TX,ANGELS OF HANDS HOME HEALTH AGENCY LLC,75115,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
8442,TX,ST JOSEPHS HOME HEALTH INC,79701,True,True,True,True,True,True,2.5,99.6,100.0,99.8,99.8,73.2,76.8,99.6,46.3,44.4,53.2,52.0,37.1,36.9,13.1,17.2,2,1
8443,TX,METRO CARE SERVICES,77077,True,True,True,True,True,False,,,,,,,,,,,,,,,,,0,0
8444,TX,MED GLOBAL HOME HEALTH CARE INC,75150,True,True,True,True,True,True,3.5,80.3,98.6,100.0,98.6,88.6,84.9,92.2,66.4,68.7,78.3,83.7,73.4,56.6,7.2,10.5,2,2
8445,TX,BEE FIRST HOME HEALTH,78550,True,True,True,False,True,False,1.5,92.8,,100.0,100.0,60.4,65.2,,,27.3,,32.3,,14.1,13.4,6.9,0,0
8446,TX,RAPHACARE SERVICES INC,75243,True,True,True,True,True,True,1.5,87.9,,100.0,,,,100.0,,53.5,,31.3,28.8,31.1,,,0,0
8447,TX,ALTIMA HEALTHCARE SERVICES INC,77429,True,True,True,True,True,True,1.5,,98.4,100.0,80.3,83.0,89.0,96.3,47.2,44.6,34.5,,27.1,39.4,19.4,12.1,2,2
8448,TX,GOOD HANDS HOME HEALTH,77036,True,True,True,True,True,True,3.0,95.6,97.0,100.0,99.3,54.2,83.7,98.6,70.9,49.7,76.1,80.9,66.4,73.6,7.5,9.8,0,0
8449,TX,DOVE HOME CARE LLC,75042,True,True,True,True,True,True,,97.7,100.0,100.0,100.0,76.5,95.5,92.3,,,,,,,,,0,0
8450,TX,TLC HOMECARE,77014,True,True,True,True,True,True,2.0,,98.2,100.0,90.0,81.0,89.0,90.5,43.9,37.2,32.6,47.6,27.3,38.2,15.0,15.2,1,2
8451,TX,SUPERIOR HOME HEALTH SERVICES LLC,78503,True,True,True,True,True,True,1.5,85.8,96.1,99.5,98.4,44.5,29.8,92.1,51.1,44.1,57.1,56.3,43.2,45.5,17.0,14.3,2,2
8452,TX,HEALTH LINK PROFESSIONALS INC,77043,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
8453,TX,ALLIED HOME HEALTH AGENCY,75243,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
8454,TX,VEMAX HEALTHCARE SERVICES INC,77071,True,True,True,True,True,True,3.0,93.8,100.0,100.0,98.5,93.8,91.9,95.2,53.0,38.5,44.1,66.0,26.4,31.7,8.3,21.5,0,0
8455,TX,SANTA FE HEALTH CARE INC,78341,True,True,True,True,True,True,2.0,91.9,96.2,99.8,99.3,46.2,52.8,92.4,52.4,47.9,51.3,48.4,32.1,27.0,10.8,16.5,2,2
8456,TX,STANDARDS HOME HEALTH,76520,True,True,True,True,True,True,2.0,92.9,96.6,100.0,100.0,74.1,85.7,98.4,66.5,54.1,69.1,51.4,51.3,57.4,17.9,18.6,1,1
8457,TX,PROGRESSIVE HOME HEALTH AGENCY,78610,True,True,True,True,True,True,2.0,91.2,99.4,99.6,99.9,74.5,84.0,99.7,57.4,40.3,54.3,54.3,39.8,31.3,13.7,13.3,2,2
8458,TX,MEDICAL CASE MANAGEMENT HOME HEALTH SERVICES,76063,True,True,True,True,False,True,,,,,,,,,,,,,,,,,0,0
8459,TX,PROMED HOME HEALTH CARE LLC,75050,True,True,True,True,True,True,1.5,78.9,94.6,100.0,97.4,44.4,90.6,100.0,,,45.8,33.5,24.3,,,,0,0
8460,TX,GARLAND HOME HEALTHCARE AGENCY INC,75042,True,True,False,False,True,True,,,,,,,,,,,,,,,,,0,0
8461,TX,NEW ERA HOME HEALTHCARE SERVICES INC,75243,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
8462,TX,STATES HEALTH INC,77036,True,True,True,True,True,True,2.5,96.2,,,98.7,24.2,25.0,,77.4,51.4,84.4,49.2,66.7,58.5,12.4,4.1,0,0
8463,TX,UNITED COMFORT HEALTHCARE INCORPORATED,75052,True,True,True,True,True,True,2.5,96.2,,97.8,90.4,,,,62.3,50.5,44.4,73.6,63.2,32.3,11.4,9.3,0,0
8464,TX,S. A. NURSES HOME HEALTH AGENCY,78228,True,True,True,True,True,True,3.0,93.2,96.1,100.0,100.0,75.0,90.2,100.0,71.7,57.0,69.8,80.6,64.0,58.8,15.3,2.3,2,2
8465,TX,PARA NINOS DEL VALLE PEDIATRIC HOME HEALTH PLLC,78526,True,True,False,False,False,False,,,,,,,,,,,,,,,,,0,0
8466,TX,THHHCI TENDER HANDS HOME HEALTH CARE INC,76017,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
8467,TX,GARDENDALE HOME HEALTH,75231,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
8468,TX,ANGELITOS HOME HEALTH CARE INC,78572,True,True,True,True,True,True,1.5,80.2,92.9,100.0,96.2,51.6,37.0,98.5,48.0,36.9,46.7,42.5,25.8,35.9,12.6,10.1,0,0
8469,TX,GIRLING HOME HEALTH,78759,True,True,True,True,True,True,4.0,93.2,97.1,100.0,99.7,91.7,90.3,98.2,73.2,65.5,80.5,74.5,76.9,65.4,12.5,17.2,1,2
8470,TX,VIDA HOME HEALTH INC,78540,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
8471,TX,CLOUDVIEW HEALTHCARE,79905,True,True,True,True,True,True,4.5,92.9,98.4,100.0,87.0,67.4,71.8,100.0,93.5,86.3,100.0,95.6,81.6,83.5,6.3,17.3,0,0
8472,TX,BLUEBONNET HEALTH SERVICES OF WACO,76710,True,True,True,True,True,True,2.5,98.0,87.1,100.0,98.3,81.9,89.9,97.8,63.8,55.8,71.4,61.0,59.5,65.5,17.4,14.0,2,2
8473,TX,PATHFINDER HOME HEALTH,75751,True,True,True,True,True,True,4.0,98.0,99.7,99.7,98.3,77.8,92.4,100.0,70.2,81.6,90.5,68.4,53.6,63.9,13.1,17.7,2,2
8474,TX,SIENNA HOME HEALTH CARE,77377,True,True,True,True,True,True,3.5,89.1,99.2,99.1,99.2,54.5,71.2,98.1,89.1,78.8,81.7,59.7,62.7,61.4,7.4,13.2,0,0
8475,TX,WRIGHT CHOICE HOME HEALTH,75847,True,True,True,True,True,True,2.5,92.5,96.2,100.0,96.2,39.6,77.4,,78.5,75.7,56.9,51.1,51.2,,14.2,16.8,2,2
8476,TX,CHARLIN HEALTHCARE SERVICES INC,75075,True,True,True,True,True,True,4.5,92.5,100.0,100.0,93.2,74.7,87.0,100.0,82.5,83.4,84.7,85.5,75.6,60.9,12.0,20.0,2,2
8477,TX,RED RIVER HOMECARE LLC,75460,True,True,True,True,True,False,4.5,98.4,95.8,100.0,100.0,77.1,75.1,96.1,86.1,78.5,93.0,93.3,84.2,85.8,19.8,13.8,2,1
8478,TX,GUARDIAN HEALTHCARE,78216,True,True,True,True,True,True,3.0,94.7,99.8,100.0,100.0,75.8,80.8,100.0,69.4,63.6,72.7,67.0,66.5,59.1,13.8,13.5,2,2
8479,TX,THANK YOU NURSES LTD,78501,True,True,True,True,True,False,,91.9,100.0,100.0,100.0,90.3,100.0,100.0,,,,,,,,,0,0
8480,TX,ST AGNES HEALTHCARE PROFESSIONALS INC,77031,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
8481,TX,SEGNIK HEALTHCARE SERVICES,77036,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
8482,TX,RIO GRANDE HOME HEALTH,79925,True,True,True,True,True,True,3.0,97.0,94.0,100.0,97.6,67.7,80.2,98.9,66.1,63.0,71.2,80.9,60.6,50.3,17.0,13.4,2,2
8483,TX,HOME CARE PROVIDERS OF TEXAS,75240,True,True,True,True,True,True,3.5,90.7,100.0,100.0,100.0,66.4,69.4,96.9,76.1,69.7,75.6,77.8,60.9,54.7,15.6,11.5,1,1
8484,TX,ASSOCIATES HOME HEALTH AGENCY,78229,True,True,True,True,True,True,,95.0,,,100.0,,,,,,,,,,,,0,0
8485,TX,RESOURCE CARE CORPORATION,77036,True,True,True,True,True,False,1.5,90.2,,,,65.4,68.7,86.7,47.1,32.5,47.7,43.6,49.9,40.3,4.3,,0,0
8486,TX,DALLAS HORIZON HOME HEALTH AGENCY LLC,75234,True,True,True,True,True,True,,87.2,94.9,100.0,100.0,62.2,94.9,100.0,,,,,,,5.0,12.6,0,0
8487,TX,CARING PROFESSIONAL HOME HEALTH SERVICES INC,77477,True,True,True,True,True,True,3.0,90.1,97.1,100.0,93.8,69.2,90.6,100.0,74.9,62.0,77.9,95.4,54.9,56.1,13.8,12.0,2,2
8488,TX,ANOINTED HOME HEALTH CARE SERVICES INC,77074,True,True,True,True,True,False,4.5,98.5,94.6,100.0,100.0,99.7,,99.2,100.0,77.9,98.3,96.6,48.1,74.6,8.2,11.0,0,0
8489,TX,JORDAN HEALTH SERVICES,76006,True,True,True,True,True,True,2.0,83.9,98.7,96.2,96.5,26.0,85.4,98.3,63.6,48.1,65.8,53.1,41.7,38.4,16.5,10.7,2,2
8490,TX,THE POTTERS HEALTHCARE SERVICES,75067,True,True,True,True,True,True,1.5,72.1,83.8,98.2,97.1,69.2,83.8,93.9,,38.0,,,23.5,20.6,,,0,0
8491,TX,FIDELITY CARE HOME HEALTH,77084,True,True,True,True,True,False,,,,,,,,,,,,,,,,,0,0
8492,TX,FIVE STAR QUALITY HOME HEALTH INC,78596,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
8493,TX,SU CASA HEALTH CARE SERVICES,79924,True,True,True,True,True,True,3.5,95.5,97.7,100.0,98.6,53.8,69.1,90.6,80.0,62.0,76.7,75.0,56.2,58.8,7.6,14.8,2,2
8494,TX,ESPREE HEALTH SERVICES,75150,True,True,True,True,True,True,,95.0,100.0,,90.0,,65.0,,,,,,,,,,0,0
8495,TX,PROVISTA  HEALTHCARE,75206,True,True,True,True,True,True,2.5,82.9,96.5,99.7,97.9,74.5,87.5,94.7,63.7,61.8,70.1,71.8,57.1,65.7,18.2,13.4,1,2
8496,TX,GILS HOME HEALTH CARE SERVICES INC,75043,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
8497,TX,ELITE HOME HEALTH,75605,True,True,True,True,True,True,2.5,98.6,90.0,100.0,97.3,84.5,90.0,,64.3,51.1,68.4,49.5,46.2,44.6,18.6,14.6,2,1
8498,TX,ALLIANCE A PLUS HOME HEALTH CARE INC,75237,True,True,True,True,True,True,,87.9,100.0,98.0,96.5,,44.8,,,,,,,,6.0,9.2,0,0
8499,TX,PROVIDENCE CARE HEALTH SERVICES INC,77662,True,True,True,True,True,True,2.5,83.9,96.7,100.0,98.9,44.0,58.9,97.2,58.0,64.7,60.3,77.2,43.7,42.5,5.6,10.3,2,2
8500,TX,NEW LIFE HOME HEALTH SERVICES,78577,True,True,True,True,True,False,2.0,89.2,99.3,,100.0,61.0,71.4,100.0,56.7,49.3,62.7,62.3,42.8,50.1,16.1,10.9,0,0
8501,TX,ST JUDE VISITING NURSES HOMEHEALTH INC,77018,True,True,True,True,True,False,1.5,100.0,89.6,100.0,86.8,64.3,83.8,100.0,32.2,,32.9,,,28.3,,,0,0
8502,TX,KINDRED AT HOME,79720,True,True,True,False,False,True,3.5,97.3,98.6,100.0,100.0,90.6,93.5,100.0,82.5,64.9,79.3,71.9,69.4,70.4,19.3,15.2,2,1
8503,TX,PROSPERITY HEALTH SERVICES LLC,75115,True,True,True,True,True,True,1.5,85.0,94.4,,100.0,,17.5,,,,53.7,40.1,,,,,0,0
8504,TX,RELIANT HOME CARE SERVICES LIMITED LIABILITY COMPA,77477,True,True,True,True,False,False,,,,,,,,,,,,,,,,,0,0
8505,TX,SALUD EN SU HOGAR,78596,True,True,True,True,True,False,2.0,100.0,96.2,100.0,100.0,51.1,24.5,100.0,,31.5,,,,,,,0,0
8506,TX,CITIZENS MEDICAL CENTER HOME HEALTH AGENCY,77901,True,True,True,True,True,True,4.5,95.4,100.0,99.6,99.7,93.7,88.6,100.0,73.6,79.4,84.1,82.0,93.9,62.6,20.4,14.4,1,2
8507,TX,WICHITA HOME HEALTH SERVICE INC,76308,True,True,True,True,True,True,3.5,98.0,97.7,100.0,97.0,72.6,76.2,100.0,65.8,63.0,84.4,74.9,66.3,65.1,16.5,18.5,2,2
8508,TX,GOODLOOKING HEALTHCARE,75701,True,True,True,False,True,True,,95.7,100.0,100.0,,,100.0,,,,,,,,,,0,0
8509,TX,MAXMED HEALTHCARE INC,78216,True,True,True,True,True,True,2.0,83.0,87.2,100.0,100.0,45.0,95.7,100.0,82.8,66.5,78.9,53.6,53.2,68.8,20.7,9.9,0,0
8510,TX,DELTACARE HOME HEALTH SERVICE LLC,75062,True,True,False,False,True,True,4.0,87.4,99.6,100.0,100.0,82.0,91.5,99.3,81.8,99.3,85.8,64.2,74.7,56.0,11.4,8.9,2,2
8511,TX,JAKPA HEALTH CARE INC,75067,True,True,True,True,True,True,,100.0,100.0,,100.0,,95.8,,,,,,,,,,0,0
8512,TX,CONVENIENT HOME HEALTH CARE,77707,True,True,True,True,True,False,,,,,,,,,,,,,,,,,0,0
8513,TX,PLATINUM HEALTHCARE CORP,75038,True,True,True,True,True,True,3.0,88.0,95.9,100.0,100.0,97.6,100.0,,59.7,60.0,57.3,,85.2,45.2,15.4,8.4,0,0
8514,TX,VNA,75235,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
8515,TX,JORDAN HEALTH SERVICES,75504,True,True,True,True,True,True,3.0,91.7,98.5,98.1,97.0,72.7,75.7,99.7,71.5,62.9,77.2,63.0,63.8,53.5,14.0,17.3,2,1
8516,TX,BEAUMONT HOME HEALTH SERVICE INC,77705,True,True,True,True,True,True,4.0,94.9,98.8,99.3,96.0,82.3,77.0,97.6,73.0,70.8,85.2,83.4,86.2,69.5,15.1,5.9,2,2
8517,TX,PORT ARTHUR HOME HEALTH SERVICE,77705,True,True,True,True,True,True,,100.0,95.2,,95.2,,47.6,,,,,,,,,,2,2
8518,TX,NATIONAL NURSING & REHAB DALLAS LLC,75254,True,True,True,True,True,True,,,,,,,,,,,,,,,,,2,2
8519,TX,JORDAN HEALTH SERVICES,75110,True,True,True,True,True,True,2.0,83.3,100.0,95.4,95.8,53.6,68.3,98.3,43.7,35.2,54.1,42.0,34.7,35.7,10.5,6.1,1,2
8520,TX,RIO GRANDE HOME HEALTH AGENCY INC,78550,True,True,True,True,True,True,,85.2,100.0,100.0,100.0,,92.3,,,,,,,,,,0,0
8521,TX,CENTRAL TEXAS MEDICAL CENTER HOME HEALTH,78666,True,True,True,True,False,True,2.5,91.8,95.7,99.1,98.8,83.6,83.0,97.1,64.8,68.3,65.6,60.8,54.5,55.5,20.6,18.3,1,1
8522,TX,KINDRED AT HOME,76645,True,True,True,True,True,True,3.5,93.6,100.0,100.0,99.6,80.3,91.4,97.8,71.7,62.6,77.4,57.1,64.8,59.6,13.0,15.8,3,2
8523,TX,KINDRED AT HOME,76502,True,True,True,True,True,True,3.0,93.6,97.0,99.8,99.4,85.0,87.7,96.4,73.1,59.6,73.5,62.8,65.8,60.1,14.8,15.9,2,1
8524,TX,ALOMEGA HOME HEALTH CARE LLC,77845,True,True,True,True,True,True,2.5,97.1,95.5,100.0,100.0,76.0,78.8,100.0,77.6,49.2,58.0,42.0,51.3,60.4,10.6,15.3,2,2
8525,TX,ENCOMPASS HOME HEALTH OF THE PERMIAN BASIN,79720,True,True,False,False,False,True,4.0,98.1,99.2,100.0,100.0,76.4,78.5,100.0,70.2,69.6,73.1,82.6,80.7,63.9,12.4,16.0,2,2
8526,TX,KINDRED AT HOME,76384,True,True,True,True,True,True,2.5,96.5,99.6,100.0,99.1,85.5,80.4,98.7,67.9,55.2,70.2,65.7,54.3,47.9,22.8,12.1,2,2
8527,TX,GIRLING HOME HEALTH,77904,True,True,True,True,True,True,2.5,94.3,95.5,99.5,98.6,72.5,80.3,92.7,70.7,53.9,69.9,63.3,64.9,59.7,18.5,17.1,2,1
8528,TX,KINDRED AT HOME,76448,True,True,True,True,True,True,3.0,96.2,96.1,99.8,99.4,76.4,82.8,96.0,77.8,65.5,78.5,72.5,64.6,58.5,18.4,13.0,2,1
8529,TX,APC HOME HEALTH SERVICE INC,78411,True,True,True,True,False,True,3.0,93.5,99.1,100.0,99.0,61.9,59.4,98.2,66.1,58.6,69.9,74.8,65.1,50.5,,,0,0
