,hospital_name,state,readmission_ratio,predicted_rate,expected_rate,zip
8819,ST JOSEPH MEDICAL CENTER,IL,1.0132,14.4,14.2,61701
8820,ST JOSEPH MEDICAL CENTER,IL,0.9712,15.7,16.2,61701
8821,SWEDISH AMERICAN HOSPITAL,IL,1.0207,15.9,15.6,61104
8822,SWEDISH AMERICAN HOSPITAL,IL,0.9626,13.2,13.7,61104
8823,SWEDISH AMERICAN HOSPITAL,IL,1.0308,16.6,16.1,61104
8824,SWEDISH AMERICAN HOSPITAL,IL,1.0049,21.5,21.4,61104
8825,SWEDISH AMERICAN HOSPITAL,IL,1.0098,4.3,4.3,61104
8826,SWEDISH AMERICAN HOSPITAL,IL,1.0652,19.8,18.6,61104
8827,UNITY MEDICAL AND SURGICAL HOSPITAL,IN,0.91,4.1,4.5,46545
8828,FRANCISCAN HEALTH CARMEL,IN,0.8431,3.4,4.0,46032
8829,KEOKUK AREA HOSPITAL,IA,1.0098,19.8,19.6,52632
8830,KEOKUK AREA HOSPITAL,IA,1.0098,19.8,19.6,52632
8831,KEOKUK AREA HOSPITAL,IA,1.1162,17.5,15.7,52632
8832,KEOKUK AREA HOSPITAL,IA,1.1162,17.5,15.7,52632
8833,KEOKUK AREA HOSPITAL,IA,1.1641,5.5,4.7,52632
8834,KEOKUK AREA HOSPITAL,IA,1.1641,5.5,4.7,52632
8835,KEOKUK AREA HOSPITAL,IA,1.052,19.1,18.2,52632
8836,KEOKUK AREA HOSPITAL,IA,1.052,19.1,18.2,52632
8837,CHI HEALTH MERCY COUNCIL BLUFFS,IA,1.0562,21.3,20.2,51503
8838,CHI HEALTH MERCY COUNCIL BLUFFS,IA,0.9276,13.6,14.7,51503
8839,CHI HEALTH MERCY COUNCIL BLUFFS,IA,0.7708,3.5,4.5,51503
8840,CHI HEALTH MERCY COUNCIL BLUFFS,IA,0.9666,18.5,19.2,51503
8841,CHI HEALTH MERCY COUNCIL BLUFFS,IA,1.0166,16.6,16.3,51503
8842,LITTLE COMPANY OF MARY HOSPITAL,IL,1.0732,18.4,17.2,60805
8843,LITTLE COMPANY OF MARY HOSPITAL,IL,1.072,5.0,4.7,60805
8844,LITTLE COMPANY OF MARY HOSPITAL,IL,1.2247,22.1,18.0,60805
8845,LITTLE COMPANY OF MARY HOSPITAL,IL,1.0606,20.4,19.3,60805
8846,LITTLE COMPANY OF MARY HOSPITAL,IL,1.1011,24.4,22.1,60805
8847,SARAH BUSH LINCOLN HEALTH CENTER,IL,0.9929,19.9,20.0,61938
8848,SARAH BUSH LINCOLN HEALTH CENTER,IL,0.9929,19.9,20.0,62401
8849,SARAH BUSH LINCOLN HEALTH CENTER,IL,1.0016,4.9,4.9,61938
8850,SARAH BUSH LINCOLN HEALTH CENTER,IL,1.0016,4.9,4.9,62401
8851,SARAH BUSH LINCOLN HEALTH CENTER,IL,1.0212,16.9,16.6,61938
8852,SARAH BUSH LINCOLN HEALTH CENTER,IL,1.0212,16.9,16.6,62401
8853,SARAH BUSH LINCOLN HEALTH CENTER,IL,1.0552,19.5,18.5,61938
8854,SARAH BUSH LINCOLN HEALTH CENTER,IL,1.0552,19.5,18.5,62401
8855,SARAH BUSH LINCOLN HEALTH CENTER,IL,0.9735,21.6,22.1,61938
8856,SARAH BUSH LINCOLN HEALTH CENTER,IL,0.9735,21.6,22.1,62401
8857,FRANCISCAN HEALTH MICHIGAN CITY,IN,0.929,17.1,18.4,46360
8858,FRANCISCAN HEALTH MICHIGAN CITY,IN,0.9254,15.4,16.6,46360
8859,FRANCISCAN HEALTH MICHIGAN CITY,IN,1.0657,5.1,4.7,46360
8860,FRANCISCAN HEALTH MICHIGAN CITY,IN,1.0375,16.6,16.0,46360
8861,FRANCISCAN HEALTH MICHIGAN CITY,IN,1.0175,14.4,14.2,46360
8862,FRANCISCAN HEALTH MICHIGAN CITY,IN,0.9553,19.9,20.9,46360
8863,UNION HOSPITAL INC,IN,0.9153,19.1,20.8,47804
8864,UNION HOSPITAL INC,IN,0.9627,16.0,16.6,47804
8865,UNION HOSPITAL INC,IN,0.9434,13.5,14.3,47804
8866,UNION HOSPITAL INC,IN,0.9795,4.5,4.5,47804
8867,UNION HOSPITAL INC,IN,0.9724,22.9,23.5,47804
8868,UNION HOSPITAL INC,IN,1.0638,19.3,18.1,47804
8869,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,0.9971,15.0,15.1,60010
8870,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,0.9971,15.0,15.1,60010
8871,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,0.8964,3.8,4.3,60010
8872,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,0.8964,3.8,4.3,60010
8873,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,0.9143,16.0,17.5,60010
8874,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,0.9143,16.0,17.5,60010
8875,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,1.0097,11.7,11.6,60010
8876,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,1.0097,11.7,11.6,60010
8877,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,0.9612,18.7,19.4,60010
8878,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,0.9612,18.7,19.4,60010
8879,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,0.9215,19.5,21.2,60010
8880,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,0.9215,19.5,21.2,60010
8881,SALINA SURGICAL HOSPITAL,KS,0.7986,2.7,3.4,67401
8882,GREAT BEND REGIONAL HOSPITAL,KS,1.0184,18.3,18.0,67530
8883,GREAT BEND REGIONAL HOSPITAL,KS,0.9826,14.1,14.4,67530
8884,GREAT BEND REGIONAL HOSPITAL,KS,0.6954,3.2,4.5,67530
8885,GREAT BEND REGIONAL HOSPITAL,KS,1.0475,21.3,20.4,67530
8886,WESTERN PLAINS MEDICAL COMPLEX,KS,0.9922,18.8,19.0,67801
8887,WESTERN PLAINS MEDICAL COMPLEX,KS,0.9768,14.1,14.4,67801
8888,WESTERN PLAINS MEDICAL COMPLEX,KS,0.9502,18.5,19.4,67801
8889,WESTERN PLAINS MEDICAL COMPLEX,KS,1.0699,5.2,4.9,67801
8890,WESTERN PLAINS MEDICAL COMPLEX,KS,0.9219,14.3,15.5,67801
8891,COFFEYVILLE REGIONAL MEDICAL CENTER,KS,0.9234,15.0,16.2,67337
8892,COFFEYVILLE REGIONAL MEDICAL CENTER,KS,0.963,18.6,19.3,67337
8893,COFFEYVILLE REGIONAL MEDICAL CENTER,KS,0.9208,4.5,4.9,67337
8894,COFFEYVILLE REGIONAL MEDICAL CENTER,KS,0.9316,18.1,19.4,67337
8895,SOUTHWEST MEDICAL CENTER,KS,0.8629,18.4,21.3,67905
8896,SOUTHWEST MEDICAL CENTER,KS,0.9875,5.1,5.2,67905
8897,SOUTHWEST MEDICAL CENTER,KS,0.9532,16.6,17.4,67905
8898,SOUTHWEST MEDICAL CENTER,KS,0.9799,17.8,18.2,67905
8899,GEARY COMMUNITY HOSPITAL,KS,1.0663,17.8,16.7,66441
8900,GEARY COMMUNITY HOSPITAL,KS,1.017,20.0,19.6,66441
8901,GEARY COMMUNITY HOSPITAL,KS,1.0082,4.0,3.9,66441
8902,GEARY COMMUNITY HOSPITAL,KS,1.0445,14.5,13.9,66441
8903,COFFEY COUNTY HOSPITAL,KS,0.9495,18.0,18.9,66839
8904,COFFEY COUNTY HOSPITAL,KS,0.9579,13.6,14.2,66839
8905,COFFEY COUNTY HOSPITAL,KS,0.8969,13.0,14.5,66839
8906,COFFEY COUNTY HOSPITAL,KS,0.9689,4.2,4.3,66839
8907,UNIVERSITY HEALTH CONWAY,LA,1.0531,22.2,21.1,71202
8908,UNIVERSITY HEALTH CONWAY,LA,1.0531,22.2,21.1,71202
8909,UNIVERSITY HEALTH CONWAY,LA,1.0398,18.4,17.7,71202
8910,UNIVERSITY HEALTH CONWAY,LA,1.0398,18.4,17.7,71202
8911,UNIVERSITY HEALTH CONWAY,LA,1.0484,19.1,18.3,71202
8912,UNIVERSITY HEALTH CONWAY,LA,1.0484,19.1,18.3,71202
8913,CHRISTUS HEALTH SHREVEPORT - BOSSIER,LA,0.9734,17.0,17.4,71101
8914,CHRISTUS HEALTH SHREVEPORT - BOSSIER,LA,1.0677,21.9,20.5,71101
8915,CHRISTUS HEALTH SHREVEPORT - BOSSIER,LA,0.9927,13.4,13.5,71101
8916,CHRISTUS HEALTH SHREVEPORT - BOSSIER,LA,1.0748,19.3,18.0,71101
8917,CHRISTUS HEALTH SHREVEPORT - BOSSIER,LA,1.634,7.1,4.3,71101
8918,CHRISTUS HEALTH SHREVEPORT - BOSSIER,LA,0.9926,22.1,22.2,71101
8919,MOREHOUSE GENERAL HOSPITAL,LA,1.0183,21.1,20.7,71220
8920,MOREHOUSE GENERAL HOSPITAL,LA,0.9181,12.7,13.8,71220
8921,MOREHOUSE GENERAL HOSPITAL,LA,1.0285,19.4,18.8,71220
8922,SABINE MEDICAL CENTER,LA,1.0351,17.6,17.0,71449
8923,SABINE MEDICAL CENTER,LA,1.0351,17.6,17.0,71449
8924,SABINE MEDICAL CENTER,LA,1.0351,17.6,17.0,71486
8925,SABINE MEDICAL CENTER,LA,1.0027,14.9,14.8,71449
8926,SABINE MEDICAL CENTER,LA,1.0027,14.9,14.8,71449
8927,SABINE MEDICAL CENTER,LA,1.0027,14.9,14.8,71486
8928,SABINE MEDICAL CENTER,LA,1.0028,19.4,19.4,71449
8929,SABINE MEDICAL CENTER,LA,1.0028,19.4,19.4,71449
8930,SABINE MEDICAL CENTER,LA,1.0028,19.4,19.4,71486
8931,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,KY,0.9261,4.6,4.9,40223
8932,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,KY,1.1147,21.8,19.6,40223
8933,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,KY,1.0776,19.8,18.4,40223
8934,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,KY,1.0561,14.2,13.4,40223
8935,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,KY,1.0504,17.7,16.9,40223
8936,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,KY,0.9987,22.6,22.6,40223
8937,ST CHARLES PARISH HOSPITAL,LA,1.0133,14.0,13.8,70070
8938,ST CHARLES PARISH HOSPITAL,LA,1.0929,21.1,19.3,70070
8939,TULANE MEDICAL CENTER,LA,1.0149,4.5,4.5,70112
8940,TULANE MEDICAL CENTER,LA,1.0149,4.5,4.5,70112
8941,TULANE MEDICAL CENTER,LA,1.0149,4.5,4.5,70112
8942,TULANE MEDICAL CENTER,LA,0.9732,22.6,23.2,70112
8943,TULANE MEDICAL CENTER,LA,0.9732,22.6,23.2,70112
8944,TULANE MEDICAL CENTER,LA,0.9732,22.6,23.2,70112
8945,TULANE MEDICAL CENTER,LA,1.1008,18.6,16.9,70112
8946,TULANE MEDICAL CENTER,LA,1.1008,18.6,16.9,70112
8947,TULANE MEDICAL CENTER,LA,1.1008,18.6,16.9,70112
8948,TULANE MEDICAL CENTER,LA,1.092,18.4,16.9,70112
8949,TULANE MEDICAL CENTER,LA,1.092,18.4,16.9,70112
8950,TULANE MEDICAL CENTER,LA,1.092,18.4,16.9,70112
8951,TULANE MEDICAL CENTER,LA,0.9817,18.9,19.3,70112
8952,TULANE MEDICAL CENTER,LA,0.9817,18.9,19.3,70112
8953,TULANE MEDICAL CENTER,LA,0.9817,18.9,19.3,70112
8954,FRANKFORT REGIONAL MEDICAL CENTER,KY,1.0556,17.7,16.8,40601
8955,FRANKFORT REGIONAL MEDICAL CENTER,KY,1.0274,21.0,20.4,40601
8956,FRANKFORT REGIONAL MEDICAL CENTER,KY,1.0493,18.7,17.8,40601
8957,FRANKFORT REGIONAL MEDICAL CENTER,KY,1.0263,5.0,4.9,40601
8958,FRANKFORT REGIONAL MEDICAL CENTER,KY,1.038,15.2,14.6,40601
8959,ST ELIZABETH'S MEDICAL CENTER,MA,1.0596,17.9,16.9,2135
8960,ST ELIZABETH'S MEDICAL CENTER,MA,1.033,22.6,21.9,2135
8961,ST ELIZABETH'S MEDICAL CENTER,MA,1.0275,5.5,5.3,2135
8962,ST ELIZABETH'S MEDICAL CENTER,MA,0.9251,13.2,14.2,2135
8963,ST ELIZABETH'S MEDICAL CENTER,MA,1.1061,18.2,16.5,2135
8964,ST ELIZABETH'S MEDICAL CENTER,MA,1.0348,19.9,19.3,2135
8965,NASHOBA VALLEY MEDICAL CENTER,MA,1.0899,21.1,19.3,1432
8966,NASHOBA VALLEY MEDICAL CENTER,MA,1.0041,15.0,14.9,1432
8967,NASHOBA VALLEY MEDICAL CENTER,MA,1.0674,22.7,21.2,1432
8968,NASHOBA VALLEY MEDICAL CENTER,MA,1.0129,4.3,4.2,1432
8969,WINCHESTER HOSPITAL,MA,0.9173,14.6,16.0,1890
8970,WINCHESTER HOSPITAL,MA,0.9173,14.6,16.0,1801
8971,WINCHESTER HOSPITAL,MA,0.9173,14.6,16.0,1890
8972,WINCHESTER HOSPITAL,MA,0.9153,19.2,21.0,1890
8973,WINCHESTER HOSPITAL,MA,0.9153,19.2,21.0,1801
8974,WINCHESTER HOSPITAL,MA,0.9153,19.2,21.0,1890
8975,WINCHESTER HOSPITAL,MA,1.0385,4.6,4.5,1890
8976,WINCHESTER HOSPITAL,MA,1.0385,4.6,4.5,1801
8977,WINCHESTER HOSPITAL,MA,1.0385,4.6,4.5,1890
8978,WINCHESTER HOSPITAL,MA,1.0384,20.0,19.3,1890
8979,WINCHESTER HOSPITAL,MA,1.0384,20.0,19.3,1801
8980,WINCHESTER HOSPITAL,MA,1.0384,20.0,19.3,1890
8981,WINCHESTER HOSPITAL,MA,1.005,19.4,19.3,1890
8982,WINCHESTER HOSPITAL,MA,1.005,19.4,19.3,1801
8983,WINCHESTER HOSPITAL,MA,1.005,19.4,19.3,1890
8984,MERCY HOSPITAL,ME,0.9152,14.5,15.8,4101
8985,MERCY HOSPITAL,ME,0.8395,3.8,4.5,4101
8986,MERCY HOSPITAL,ME,0.9748,17.1,17.5,4101
8987,MERCY HOSPITAL,ME,0.9511,18.7,19.7,4101
8988,MERCY HOSPITAL,ME,0.8583,17.7,20.6,4101
8989,SOUTHERN MAINE HEALTH CARE,ME,0.9373,17.7,18.9,4005
8990,SOUTHERN MAINE HEALTH CARE,ME,0.9373,17.7,18.9,4043
8991,SOUTHERN MAINE HEALTH CARE,ME,0.9373,17.7,18.9,4043
8992,SOUTHERN MAINE HEALTH CARE,ME,0.9326,19.0,20.4,4005
8993,SOUTHERN MAINE HEALTH CARE,ME,0.9326,19.0,20.4,4043
8994,SOUTHERN MAINE HEALTH CARE,ME,0.9326,19.0,20.4,4043
8995,SOUTHERN MAINE HEALTH CARE,ME,0.9495,16.2,17.1,4005
8996,SOUTHERN MAINE HEALTH CARE,ME,0.9495,16.2,17.1,4043
8997,SOUTHERN MAINE HEALTH CARE,ME,0.9495,16.2,17.1,4043
8998,SOUTHERN MAINE HEALTH CARE,ME,0.9729,20.8,21.3,4005
8999,SOUTHERN MAINE HEALTH CARE,ME,0.9729,20.8,21.3,4043
9000,SOUTHERN MAINE HEALTH CARE,ME,0.9729,20.8,21.3,4043
9001,SOUTHERN MAINE HEALTH CARE,ME,0.9024,4.0,4.5,4005
9002,SOUTHERN MAINE HEALTH CARE,ME,0.9024,4.0,4.5,4043
9003,SOUTHERN MAINE HEALTH CARE,ME,0.9024,4.0,4.5,4043
9004,MID COAST HOSPITAL,ME,0.9657,19.2,19.9,4011
9005,MID COAST HOSPITAL,ME,1.0581,4.6,4.3,4011
9006,MID COAST HOSPITAL,ME,0.9985,16.4,16.5,4011
9007,MID COAST HOSPITAL,ME,0.9806,18.2,18.6,4011
9008,MID COAST HOSPITAL,ME,1.0655,16.6,15.6,4011
9009,EASTERN MAINE MEDICAL CENTER,ME,0.9963,20.6,20.7,4401
9010,EASTERN MAINE MEDICAL CENTER,ME,0.9963,20.6,20.7,4103
9011,EASTERN MAINE MEDICAL CENTER,ME,1.1406,5.5,4.8,4401
9012,EASTERN MAINE MEDICAL CENTER,ME,1.1406,5.5,4.8,4103
9013,EASTERN MAINE MEDICAL CENTER,ME,0.9979,18.0,18.1,4401
9014,EASTERN MAINE MEDICAL CENTER,ME,0.9979,18.0,18.1,4103
9015,EASTERN MAINE MEDICAL CENTER,ME,1.0927,13.6,12.4,4401
9016,EASTERN MAINE MEDICAL CENTER,ME,1.0927,13.6,12.4,4103
9017,EASTERN MAINE MEDICAL CENTER,ME,0.9206,20.8,22.6,4401
9018,EASTERN MAINE MEDICAL CENTER,ME,0.9206,20.8,22.6,4103
9019,EASTERN MAINE MEDICAL CENTER,ME,0.9192,15.0,16.3,4401
9020,EASTERN MAINE MEDICAL CENTER,ME,0.9192,15.0,16.3,4103
9021,ST MARYS REGIONAL MEDICAL CENTER,ME,0.858,18.3,21.3,4243
9022,ST MARYS REGIONAL MEDICAL CENTER,ME,0.8564,14.7,17.1,4243
9023,ST MARYS REGIONAL MEDICAL CENTER,ME,0.9432,18.0,19.0,4243
9024,ST MARYS REGIONAL MEDICAL CENTER,ME,0.9859,18.7,19.0,4243
9025,ST MARYS REGIONAL MEDICAL CENTER,ME,0.9861,4.6,4.6,4243
9026,INLAND HOSPITAL,ME,0.9522,18.9,19.9,4901
9027,INLAND HOSPITAL,ME,0.9812,20.7,21.1,4901
9028,INLAND HOSPITAL,ME,0.8267,4.1,5.0,4901
9029,INLAND HOSPITAL,ME,0.8594,13.6,15.8,4901
9030,HEART HOSPITAL OF LAFAYETTE,LA,0.9864,21.1,21.4,70508
9031,HEART HOSPITAL OF LAFAYETTE,LA,0.9864,21.1,21.4,70510
9032,HEART HOSPITAL OF LAFAYETTE,LA,0.9386,12.7,13.5,70508
9033,HEART HOSPITAL OF LAFAYETTE,LA,0.9386,12.7,13.5,70510
9034,HEART HOSPITAL OF LAFAYETTE,LA,0.8998,13.7,15.2,70508
9035,HEART HOSPITAL OF LAFAYETTE,LA,0.8998,13.7,15.2,70510
9036,HEART HOSPITAL OF LAFAYETTE,LA,0.9873,14.8,15.0,70508
9037,HEART HOSPITAL OF LAFAYETTE,LA,0.9873,14.8,15.0,70510
9038,SANFORD WORTHINGTON MEDICAL CENTER,MN,1.0043,17.3,17.2,56187
9039,SANFORD WORTHINGTON MEDICAL CENTER,MN,0.8928,4.1,4.5,56187
9040,SANFORD WORTHINGTON MEDICAL CENTER,MN,0.9424,18.2,19.4,56187
9041,SANFORD WORTHINGTON MEDICAL CENTER,MN,1.0291,16.1,15.6,56187
9042,DOUGLAS COUNTY HOSPITAL,MN,1.011,20.8,20.6,56308
9043,DOUGLAS COUNTY HOSPITAL,MN,1.0156,19.1,18.8,56308
9044,DOUGLAS COUNTY HOSPITAL,MN,1.0424,4.9,4.7,56308
9045,DOUGLAS COUNTY HOSPITAL,MN,0.9394,14.8,15.7,56308
9046,HENRY FORD WYANDOTTE HOSPITAL,MI,1.1481,27.0,23.6,48192
9047,HENRY FORD WYANDOTTE HOSPITAL,MI,1.1481,27.0,23.6,48183
9048,HENRY FORD WYANDOTTE HOSPITAL,MI,1.1481,27.0,23.6,48192
9049,HENRY FORD WYANDOTTE HOSPITAL,MI,1.0135,20.7,20.4,48192
9050,HENRY FORD WYANDOTTE HOSPITAL,MI,1.0135,20.7,20.4,48183
9051,HENRY FORD WYANDOTTE HOSPITAL,MI,1.0135,20.7,20.4,48192
9052,HENRY FORD WYANDOTTE HOSPITAL,MI,1.2397,6.5,5.2,48192
9053,HENRY FORD WYANDOTTE HOSPITAL,MI,1.2397,6.5,5.2,48183
9054,HENRY FORD WYANDOTTE HOSPITAL,MI,1.2397,6.5,5.2,48192
9055,HENRY FORD WYANDOTTE HOSPITAL,MI,1.0419,19.9,19.1,48192
9056,HENRY FORD WYANDOTTE HOSPITAL,MI,1.0419,19.9,19.1,48183
9057,HENRY FORD WYANDOTTE HOSPITAL,MI,1.0419,19.9,19.1,48192
9058,HENRY FORD WYANDOTTE HOSPITAL,MI,0.9817,18.5,18.9,48192
9059,HENRY FORD WYANDOTTE HOSPITAL,MI,0.9817,18.5,18.9,48183
9060,HENRY FORD WYANDOTTE HOSPITAL,MI,0.9817,18.5,18.9,48192
9061,OAKLAWN HOSPITAL,MI,0.9282,19.0,20.4,49068
9062,OAKLAWN HOSPITAL,MI,0.9012,17.6,19.5,49068
9063,OAKLAWN HOSPITAL,MI,0.8468,14.5,17.1,49068
9064,OAKLAWN HOSPITAL,MI,1.1268,4.6,4.0,49068
9065,HARPER UNIVERSITY HOSPITAL,MI,1.0723,24.6,22.9,48201
9066,HARPER UNIVERSITY HOSPITAL,MI,1.2305,25.9,21.1,48201
9067,HARPER UNIVERSITY HOSPITAL,MI,1.1486,6.9,6.0,48201
9068,HARPER UNIVERSITY HOSPITAL,MI,1.1005,27.1,24.6,48201
9069,HARPER UNIVERSITY HOSPITAL,MI,1.0305,20.1,19.5,48201
9070,HARPER UNIVERSITY HOSPITAL,MI,1.0338,22.0,21.3,48201
9071,MAPLE GROVE HOSPITAL,MN,0.9128,3.8,4.2,55369
9072,MAPLE GROVE HOSPITAL,MN,0.9232,15.5,16.8,55369
9073,MAPLE GROVE HOSPITAL,MN,0.9607,18.6,19.4,55369
9074,MAPLE GROVE HOSPITAL,MN,1.0153,15.0,14.8,55369
9075,MERIT HEALTH BILOXI,MS,1.0184,17.5,17.2,39530
9076,MERIT HEALTH BILOXI,MS,1.0184,17.5,17.2,39532
9077,MERIT HEALTH BILOXI,MS,0.9178,4.4,4.8,39530
9078,MERIT HEALTH BILOXI,MS,0.9178,4.4,4.8,39532
9079,MERIT HEALTH BILOXI,MS,1.0546,19.0,18.1,39530
9080,MERIT HEALTH BILOXI,MS,1.0546,19.0,18.1,39532
9081,MERIT HEALTH BILOXI,MS,1.076,23.6,22.0,39530
9082,MERIT HEALTH BILOXI,MS,1.076,23.6,22.0,39532
9083,PHELPS COUNTY REGIONAL MEDICAL CENTER,MO,0.9347,19.3,20.6,65401
9084,PHELPS COUNTY REGIONAL MEDICAL CENTER,MO,0.8909,16.4,18.4,65401
9085,PHELPS COUNTY REGIONAL MEDICAL CENTER,MO,0.884,20.3,23.0,65401
9086,PHELPS COUNTY REGIONAL MEDICAL CENTER,MO,0.9897,17.8,18.0,65401
9087,PHELPS COUNTY REGIONAL MEDICAL CENTER,MO,1.2396,6.5,5.2,65401
9088,NEVADA REGIONAL MEDICAL CENTER,MO,0.9877,14.5,14.7,64772
9089,NEVADA REGIONAL MEDICAL CENTER,MO,0.9877,14.5,14.7,64772
9090,NEVADA REGIONAL MEDICAL CENTER,MO,0.9612,14.5,15.1,64772
9091,NEVADA REGIONAL MEDICAL CENTER,MO,0.9612,14.5,15.1,64772
9092,NEVADA REGIONAL MEDICAL CENTER,MO,0.9517,18.7,19.6,64772
9093,NEVADA REGIONAL MEDICAL CENTER,MO,0.9517,18.7,19.6,64772
9094,MARION GENERAL HOSPITAL,MS,0.9345,16.1,17.2,39429
9095,MARION GENERAL HOSPITAL,MS,1.0242,22.2,21.7,39429
9096,MARION GENERAL HOSPITAL,MS,1.058,17.0,16.0,39429
9097,MERIT HEALTH RANKIN,MS,1.166,20.0,17.2,39042
9098,MERIT HEALTH RANKIN,MS,1.002,17.7,17.6,39042
9099,MERIT HEALTH RANKIN,MS,1.1162,23.4,21.0,39042
9100,YALOBUSHA GENERAL HOSPITAL,MS,1.0293,14.6,14.2,38965
9101,YALOBUSHA GENERAL HOSPITAL,MS,0.9391,15.1,16.1,38965
9102,YALOBUSHA GENERAL HOSPITAL,MS,1.0441,18.8,18.0,38965
9103,WINONA HEALTH SERVICES,MN,1.035,21.5,20.7,55987
9104,WINONA HEALTH SERVICES,MN,0.9897,17.1,17.2,55987
9105,WINONA HEALTH SERVICES,MN,1.1791,6.1,5.2,55987
9106,WINONA HEALTH SERVICES,MN,0.907,12.7,14.1,55987
9107,SPRING VALLEY HOSPITAL MEDICAL CENTER,NV,1.0932,16.3,14.9,89118
9108,SPRING VALLEY HOSPITAL MEDICAL CENTER,NV,1.0166,15.3,15.1,89118
9109,SPRING VALLEY HOSPITAL MEDICAL CENTER,NV,0.989,4.3,4.4,89118
9110,SPRING VALLEY HOSPITAL MEDICAL CENTER,NV,0.996,18.0,18.1,89118
9111,SPRING VALLEY HOSPITAL MEDICAL CENTER,NV,0.9497,20.1,21.1,89118
9112,SPRING VALLEY HOSPITAL MEDICAL CENTER,NV,1.0978,18.0,16.4,89118
9113,FRISBIE MEMORIAL HOSPITAL,NH,0.9881,19.3,19.5,3867
9114,FRISBIE MEMORIAL HOSPITAL,NH,0.9881,19.3,19.5,3835
9115,FRISBIE MEMORIAL HOSPITAL,NH,0.9881,19.3,19.5,3878
9116,FRISBIE MEMORIAL HOSPITAL,NH,0.9881,19.3,19.5,3867
9117,FRISBIE MEMORIAL HOSPITAL,NH,0.9881,19.3,19.5,3867
9118,FRISBIE MEMORIAL HOSPITAL,NH,0.9881,19.3,19.5,3867
9119,FRISBIE MEMORIAL HOSPITAL,NH,0.9881,19.3,19.5,3872
9120,FRISBIE MEMORIAL HOSPITAL,NH,0.8511,3.9,4.6,3867
9121,FRISBIE MEMORIAL HOSPITAL,NH,0.8511,3.9,4.6,3835
9122,FRISBIE MEMORIAL HOSPITAL,NH,0.8511,3.9,4.6,3878
9123,FRISBIE MEMORIAL HOSPITAL,NH,0.8511,3.9,4.6,3867
9124,FRISBIE MEMORIAL HOSPITAL,NH,0.8511,3.9,4.6,3867
9125,FRISBIE MEMORIAL HOSPITAL,NH,0.8511,3.9,4.6,3867
9126,FRISBIE MEMORIAL HOSPITAL,NH,0.8511,3.9,4.6,3872
9127,FRISBIE MEMORIAL HOSPITAL,NH,0.9926,17.6,17.7,3867
9128,FRISBIE MEMORIAL HOSPITAL,NH,0.9926,17.6,17.7,3835
9129,FRISBIE MEMORIAL HOSPITAL,NH,0.9926,17.6,17.7,3878
9130,FRISBIE MEMORIAL HOSPITAL,NH,0.9926,17.6,17.7,3867
9131,FRISBIE MEMORIAL HOSPITAL,NH,0.9926,17.6,17.7,3867
9132,FRISBIE MEMORIAL HOSPITAL,NH,0.9926,17.6,17.7,3867
9133,FRISBIE MEMORIAL HOSPITAL,NH,0.9926,17.6,17.7,3872
9134,FRISBIE MEMORIAL HOSPITAL,NH,0.9575,14.4,15.1,3867
9135,FRISBIE MEMORIAL HOSPITAL,NH,0.9575,14.4,15.1,3835
9136,FRISBIE MEMORIAL HOSPITAL,NH,0.9575,14.4,15.1,3878
9137,FRISBIE MEMORIAL HOSPITAL,NH,0.9575,14.4,15.1,3867
9138,FRISBIE MEMORIAL HOSPITAL,NH,0.9575,14.4,15.1,3867
9139,FRISBIE MEMORIAL HOSPITAL,NH,0.9575,14.4,15.1,3867
9140,FRISBIE MEMORIAL HOSPITAL,NH,0.9575,14.4,15.1,3872
9141,PARKLAND MEDICAL CENTER,NH,1.065,15.2,14.2,3038
9142,PARKLAND MEDICAL CENTER,NH,1.065,15.2,14.2,3038
9143,PARKLAND MEDICAL CENTER,NH,1.065,15.2,14.2,3038
9144,PARKLAND MEDICAL CENTER,NH,1.1723,19.8,16.9,3038
9145,PARKLAND MEDICAL CENTER,NH,1.1723,19.8,16.9,3038
9146,PARKLAND MEDICAL CENTER,NH,1.1723,19.8,16.9,3038
9147,PARKLAND MEDICAL CENTER,NH,1.1326,4.9,4.3,3038
9148,PARKLAND MEDICAL CENTER,NH,1.1326,4.9,4.3,3038
9149,PARKLAND MEDICAL CENTER,NH,1.1326,4.9,4.3,3038
9150,PARKLAND MEDICAL CENTER,NH,1.0813,19.9,18.4,3038
