,hospital_name,provider_number,state,readmission_ratio,predicted_rate,expected_rate
18355,ST BERNARD PARISH HOSPITAL,190308,LA,1.0097,23.2,23.0
18357,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,230069,MI,0.9571,20.1,21.0
18358,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,230069,MI,1.0892,18.0,16.5
18359,HOLLAND COMMUNITY HOSPITAL,230072,MI,0.9586,18.6,19.4
18360,MCLAREN CENTRAL MICHIGAN,230080,MI,1.0239,19.2,18.7
18361,MCLAREN CENTRAL MICHIGAN,230080,MI,0.8589,4.2,4.9
18363,HENRY FORD ALLEGIANCE HEALTH,230092,MI,0.9629,15.6,16.2
18364,HENRY FORD ALLEGIANCE HEALTH,230092,MI,0.966,16.8,17.4
18369,MUNSON HEALTHCARE MANISTEE HOSPITAL,230303,MI,1.1966,5.0,4.2
18370,HENNEPIN COUNTY MEDICAL CENTER 1,240004,MN,1.036,16.0,15.4
18371,NORTHFIELD HOSPITAL,240014,MN,1.0665,19.9,18.7
18372,NORTHFIELD HOSPITAL,240014,MN,1.0073,14.1,14.0
18374,DOUGLAS COUNTY HOSPITAL,240030,MN,0.9394,14.8,15.7
18375,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,240043,MN,0.9657,4.7,4.9
18376,ST JOSEPH MERCY HOSPITAL,230156,MI,1.0795,18.2,16.8
18377,MCLAREN GREATER LANSING,230167,MI,1.0155,20.8,20.5
18378,BEAUMONT HOSPITAL - TRENTON,230176,MI,0.974,17.9,18.4
18379,BEAUMONT HOSPITAL - TRENTON,230176,MI,1.0306,24.2,23.5
18381,MIDMICHIGAN MEDICAL CENTER-CLARE,230180,MI,1.066,18.4,17.2
18382,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,230195,MI,0.9992,5.9,5.9
18383,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,230197,MI,1.0708,13.9,13.0
18384,MCLAREN OAKLAND,230207,MI,1.0574,23.5,22.2
18385,MCLAREN PORT HURON,230216,MI,0.9428,15.0,15.9
18387,OAKLAWN HOSPITAL,230217,MI,0.8468,14.5,17.1
18388,MIDMICHIGAN MEDICAL CENTER-MIDLAND,230222,MI,1.0237,15.6,15.3
18389,MCLAREN MACOMB,230227,MI,1.0469,20.1,19.2
18390,MCLAREN MACOMB,230227,MI,1.0787,21.6,20.0
18391,FALMOUTH HOSPITAL,220135,MA,0.9692,18.8,19.4
18392,UMASS MEMORIAL MEDICAL CENTER INC,220163,MA,1.003,20.5,20.4
18393,UMASS MEMORIAL MEDICAL CENTER INC,220163,MA,1.0145,4.6,4.5
18394,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",220171,MA,0.9739,21.1,21.6
18397,ST MARY MERCY HOSPITAL,230002,MI,0.9687,18.0,18.6
18398,PROMEDICA MONROE REGIONAL HOSPITAL,230099,MI,1.0574,25.0,23.6
18399,TAWAS ST JOSEPH HOSPITAL,230100,MI,0.9505,17.3,18.2
18400,TAWAS ST JOSEPH HOSPITAL,230100,MI,0.7981,3.7,4.7
18401,TAWAS ST JOSEPH HOSPITAL,230100,MI,0.8265,12.8,15.5
18402,MCLAREN - NORTHERN MICHIGAN,230105,MI,0.8257,14.0,17.0
18403,SPECTRUM HEALTH LUDINGTON HOSPITAL,230110,MI,1.0007,19.3,19.3
18404,SPECTRUM HEALTH LUDINGTON HOSPITAL,230110,MI,0.92,15.3,16.6
18405,BORGESS MEDICAL CENTER,230117,MI,0.9613,4.6,4.7
18406,"BEAUMONT HOSPITAL, ROYAL OAK",230130,MI,0.9911,13.6,13.7
18407,HURLEY MEDICAL CENTER,230132,MI,1.1657,20.2,17.4
18409,HURLEY MEDICAL CENTER,230132,MI,1.1135,25.3,22.7
18411,EDWARD W SPARROW HOSPITAL,230230,MI,1.0357,15.9,15.3
18412,METRO HEALTH HOSPITAL,230236,MI,0.8653,4.2,4.9
18413,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,230239,MI,0.9679,5.0,5.2
18414,GARDEN CITY HOSPITAL,230244,MI,1.0887,22.6,20.7
18415,ASCENSION CRITTENTON HOSPITAL,230254,MI,0.9552,16.4,17.2
18421,BEAUMONT HOSPITAL - TAYLOR,230270,MI,1.0787,25.4,23.5
18422,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,230273,MI,1.111,23.6,21.2
18423,MEDSTAR UNION MEMORIAL HOSPITAL,210024,MD,0.8835,13.1,14.8
18424,WESTERN MARYLAND REGIONAL MEDICAL CENTER,210027,MD,0.9709,15.6,16.1
18425,MEDSTAR SAINT MARY'S HOSPITAL,210028,MD,0.9405,18.1,19.2
18427,MEDSTAR SAINT MARY'S HOSPITAL,210028,MD,0.9867,16.8,17.0
18429,UNION HOSPITAL OF CECIL COUNTY,210032,MD,0.9245,19.6,21.2
18430,MEDSTAR HARBOR HOSPITAL,210034,MD,1.0619,20.5,19.3
18431,MEDSTAR HARBOR HOSPITAL,210034,MD,0.9214,19.5,21.1
18432,MAYO CLINIC HEALTH SYSTEM - MANKATO,240093,MN,0.9697,5.1,5.3
18433,MERCY HOSPITAL,240115,MN,0.9233,12.5,13.5
18434,MERCY HOSPITAL,240115,MN,1.051,18.2,17.3
18435,UNITY HOSPITAL,240132,MN,1.0142,15.8,15.5
18436,FAIRVIEW NORTHLAND REGIONAL HOSPITAL,240141,MN,0.9536,18.9,19.8
18437,HEALTHEAST ST JOHN'S HOSPITAL,240210,MN,0.9094,18.6,20.4
18438,HEALTHEAST WOODWINDS HOSPITAL,240213,MN,1.0368,19.3,18.6
18440,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,250006,MS,1.1099,3.7,3.3
18441,MERIT HEALTH BILOXI,250007,MS,1.076,23.6,22.0
18443,MERIT HEALTH CENTRAL,250072,MS,1.0717,24.4,22.8
18444,BOTHWELL REGIONAL HEALTH CENTER,260009,MO,1.0276,21.3,20.8
18445,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,260011,MO,1.0339,4.9,4.7
18446,PHELPS COUNTY REGIONAL MEDICAL CENTER,260017,MO,1.2396,6.5,5.2
18447,MERCY HOSPITAL JEFFERSON,260023,MO,1.0368,5.5,5.3
18448,TEXAS COUNTY MEMORIAL HOSPITAL,260024,MO,0.8743,12.6,14.4
18449,HANNIBAL REGIONAL HOSPITAL,260025,MO,1.0738,17.8,16.6
18450,RESEARCH MEDICAL CENTER,260027,MO,0.9807,4.1,4.2
18451,BATES COUNTY MEMORIAL HOSPITAL,260034,MO,0.953,19.4,20.4
18452,TRUMAN MEDICAL CENTER HOSPITAL HILL,260048,MO,1.0267,18.7,18.2
18453,TRUMAN MEDICAL CENTER HOSPITAL HILL,260048,MO,1.0242,22.8,22.3
18454,SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE,260050,MO,0.9367,18.1,19.3
18456,MERCY HOSPITAL WASHINGTON,260052,MO,0.8008,17.6,22.0
18458,NEVADA REGIONAL MEDICAL CENTER,260061,MO,0.9517,18.7,19.6
18459,SAINT LUKES NORTH HOSPITAL,260062,MO,1.0436,15.0,14.4
18461,SAINT LUKES NORTH HOSPITAL,260062,MO,0.9231,18.9,20.5
18462,SAINT LUKES NORTH HOSPITAL,260062,MO,0.961,4.1,4.3
18463,SAINT LUKES NORTH HOSPITAL,260062,MO,1.045,15.8,15.1
18464,MERCY HOSPITAL SPRINGFIELD,260065,MO,0.8204,12.0,14.6
18465,BOONE HOSPITAL CENTER,260068,MO,0.9223,13.3,14.5
18466,BOONE HOSPITAL CENTER,260068,MO,0.9466,19.4,20.5
18467,BOONE HOSPITAL CENTER,260068,MO,0.894,3.7,4.2
18470,DELTA REGIONAL MEDICAL CENTER,250082,MS,0.9544,20.3,21.2
18471,MARION GENERAL HOSPITAL,250085,MS,1.0242,22.2,21.7
18472,MARION GENERAL HOSPITAL,250085,MS,1.058,17.0,16.0
18474,SOUTHWEST MS REGIONAL MEDICAL CENTER,250097,MS,1.048,14.4,13.7
18475,MISSISSIPPI BAPTIST MEDICAL CENTER,250102,MS,0.9715,14.0,14.4
18476,PROMEDICA BIXBY HOSPITAL,230005,MI,0.9314,4.7,5.0
18477,PROVIDENCE - PROVIDENCE PARK HOSPITAL,230019,MI,0.9841,21.3,21.7
18478,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,230022,MI,0.9471,4.0,4.2
18479,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,230022,MI,0.9401,14.6,15.5
18481,MIDMICHIGAN MEDICAL CENTER - ALPENA,230036,MI,1.1151,5.5,5.0
18482,HILLSDALE HOSPITAL,230037,MI,0.9213,17.3,18.7
18483,HILLSDALE HOSPITAL,230037,MI,0.9056,15.0,16.5
18484,SPECTRUM HEALTH PENNOCK,230040,MI,1.097,21.6,19.7
18485,MCLAREN BAY REGION,230041,MI,1.1951,17.0,14.2
18486,MCLAREN BAY REGION,230041,MI,0.998,18.9,18.9
18487,HENRY FORD MACOMB HOSPITAL,230047,MI,1.0536,18.7,17.7
18488,HENRY FORD MACOMB HOSPITAL,230047,MI,0.9866,12.6,12.8
18489,HENRY FORD HOSPITAL,230053,MI,1.2397,21.5,17.3
18490,UP HEALTH SYSTEM - MARQUETTE,230054,MI,0.8973,16.8,18.7
18492,ESSENTIA HEALTH VIRGINIA,240084,MN,0.9423,18.3,19.4
18493,RICE MEMORIAL HOSPITAL,240088,MN,1.002,14.9,14.8
18496,MERIT HEALTH RIVER REGION,250031,MS,1.1692,18.7,16.0
18497,BAPTIST MEMORIAL HOSPITAL NORTH MS,250034,MS,0.9897,19.5,19.7
18498,MERIT HEALTH NORTHWEST MISSISSIPPI,250042,MS,1.0981,21.5,19.6
18499,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,250044,MS,0.87,13.9,16.0
18500,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,250048,MS,0.9688,12.2,12.6
18501,OCH REGIONAL MEDICAL CENTER,250050,MS,1.016,18.6,18.3
18504,CLAY COUNTY MEDICAL CENTER,250067,MS,0.9911,19.0,19.1
18505,CLAY COUNTY MEDICAL CENTER,250067,MS,0.9721,14.3,14.7
18507,ST LUKES HOSPITAL,240047,MN,1.0129,18.7,18.4
18508,ST LUKES HOSPITAL,240047,MN,1.0677,4.7,4.4
18510,LAKE REGION HEALTHCARE CORPORATION,240052,MN,0.9701,14.2,14.7
18511,PARK NICOLLET METHODIST HOSPITAL,240053,MN,0.9647,13.5,14.0
18513,ABBOTT NORTHWESTERN HOSPITAL,240057,MN,1.0597,20.9,19.7
18514,BILLINGS CLINIC HOSPITAL,270004,MT,0.9137,18.7,20.5
18515,ST PATRICK HOSPITAL,270014,MT,1.0041,17.5,17.4
18516,ST JAMES HEALTHCARE,270017,MT,0.978,13.1,13.4
18518,ST VINCENT HEALTHCARE,270049,MT,0.9477,14.4,15.2
18519,KALISPELL REGIONAL MEDICAL CENTER,270051,MT,0.9487,11.5,12.1
18520,BOZEMAN HEALTH DEACONESS HOSPITAL,270057,MT,0.7587,3.0,3.9
18523,BRYAN MEDICAL CENTER,280003,NE,0.7707,10.2,13.3
18524,CHI HEALTH GOOD SAMARITAN,280009,NE,0.7543,3.3,4.4
18525,MOUNTAINVIEW HOSPITAL,290039,NV,1.0587,20.8,19.7
18527,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,290045,NV,0.9876,18.2,18.4
18528,SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,NV,0.9497,20.1,21.1
18529,SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,NV,1.0978,18.0,16.4
18530,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,290053,NV,1.0283,17.8,17.3
18531,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,NV,0.986,16.7,17.0
18533,MARY HITCHCOCK MEMORIAL HOSPITAL,300003,NH,0.7518,10.7,14.2
18534,LAKES REGION GENERAL HOSPITAL,300005,NH,0.9324,18.5,19.9
18536,ST JOSEPH HOSPITAL,300011,NH,0.8951,14.6,16.3
18537,CHESHIRE MEDICAL CENTER,300019,NH,0.9509,4.2,4.4
18538,CHESHIRE MEDICAL CENTER,300019,NH,0.8858,14.3,16.1
18540,EXETER HOSPITAL INC,300023,NH,0.9821,15.5,15.8
18541,PORTSMOUTH REGIONAL HOSPITAL,300029,NH,1.0773,21.7,20.1
18542,PORTSMOUTH REGIONAL HOSPITAL,300029,NH,1.0666,18.0,16.9
18543,CATHOLIC MEDICAL CENTER,300034,NH,0.7395,3.4,4.6
18544,ST MARY'S GENERAL HOSPITAL,310006,NJ,1.0831,21.8,20.1
18545,HOLY NAME MEDICAL CENTER,310008,NJ,1.0024,20.3,20.2
18546,THE NEBRASKA MEDICAL CENTER,280013,NE,0.9179,4.4,4.8
18547,CHI HEALTH ST ELIZABETH,280020,NE,0.9133,14.8,16.2
18548,MARY LANNING HEALTHCARE,280032,NE,0.9624,14.0,14.5
18549,METHODIST HOSPITAL,280040,NE,0.9758,13.3,13.6
18550,METHODIST HOSPITAL,280040,NE,0.7637,3.2,4.2
18551,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,280060,NE,0.9834,14.6,14.9
18552,REGIONAL WEST MEDICAL CENTER,280061,NE,0.9253,3.9,4.2
18553,FREMONT HEALTH MEDICAL CENTER,280077,NE,0.8747,16.5,18.9
18555,CHI HEALTH IMMANUEL,280081,NE,1.0293,20.7,20.1
18556,CHI HEALTH MIDLANDS,280105,NE,0.9438,18.9,20.0
18557,VALLEY HOSPITAL MEDICAL CENTER,290021,NV,0.9922,4.3,4.3
18558,ST JOSEPH'S HOSPITAL,240063,MN,0.9866,13.0,13.2
18559,GRAND ITASCA CLINIC AND HOSPITAL,240064,MN,0.9899,15.3,15.4
18561,OWATONNA HOSPITAL,240069,MN,1.1245,21.1,18.8
18563,ST ALEXIUS HOSPITAL,260210,MO,0.9583,20.7,21.6
18564,PROGRESS WEST HOSPITAL,260219,MO,0.949,15.0,15.8
18568,ST PETER'S HOSPITAL,270003,MT,0.9561,14.4,15.1
18569,BILLINGS CLINIC HOSPITAL,270004,MT,0.8406,10.6,12.6
18571,SSM HEALTH ST CLARE HOSPITAL - FENTON,260081,MO,1.1461,15.4,13.5
18572,HIGHLAND COMMUNITY  HOSPITAL,250117,MS,0.9857,17.5,17.7
18574,MAGEE GENERAL HOSPITAL,250124,MS,1.025,13.8,13.5
18575,PANOLA MEDICAL CENTER,250128,MS,1.0104,20.6,20.4
18576,MERIT HEALTH RIVER OAKS,250138,MS,1.1088,19.7,17.8
18577,ROCHESTER GENERAL HOSPITAL,330125,NY,1.1013,23.9,21.7
18578,JACOBI MEDICAL CENTER,330127,NY,1.1119,23.3,20.9
18579,BON SECOURS COMMUNITY HOSPITAL,330135,NY,0.915,4.9,5.4
18580,ODESSA REGIONAL MEDICAL CENTER,450661,TX,0.9146,16.1,17.6
18581,VALLEY REGIONAL MEDICAL CENTER,450662,TX,0.9761,22.0,22.6
18582,SIERRA MEDICAL CENTER,450668,TX,0.9408,14.9,15.8
18583,MEDICAL CENTER OF LEWISVILLE,450669,TX,0.8853,3.5,4.0
18586,MEDICAL CITY ARLINGTON,450675,TX,1.0899,4.6,4.3
18587,FORBES HOSPITAL,390267,PA,1.052,5.3,5.0
18588,FORBES HOSPITAL,390267,PA,1.1431,19.3,16.8
18590,HAHNEMANN UNIVERSITY HOSPITAL,390290,PA,1.0311,18.9,18.3
18592,ROXBOROUGH MEMORIAL HOSPITAL,390304,PA,0.9599,20.0,20.8
18594,ROXBOROUGH MEMORIAL HOSPITAL,390304,PA,1.2082,23.5,19.4
18595,EDGEWOOD SURGICAL HOSPITAL,390307,PA,1.0459,3.9,3.8
18604,THE MCDOWELL HOSPITAL,340087,NC,0.9077,18.8,20.7
18606,THE MOSES H CONE MEMORIAL HOSPITAL,340091,NC,0.8879,13.9,15.7
18609,TEMPLE UNIVERSITY HOSPITAL,390027,PA,0.9825,15.7,16.0
18610,UPMC MERCY,390028,PA,1.1391,26.1,22.9
18611,LEHIGH VALLEY HOSPITAL-SCHUYLKILL S. JACKSON STREE,390030,PA,0.984,5.2,5.3
18612,ALLEGHENY VALLEY HOSPITAL,390032,PA,0.973,17.3,17.8
18613,ALLEGHENY VALLEY HOSPITAL,390032,PA,0.9296,19.1,20.5
18614,ALLEGHENY VALLEY HOSPITAL,390032,PA,0.9952,17.2,17.3
18617,SOMERSET HOSPITAL,390039,PA,0.9828,17.6,17.9
18618,UNIONTOWN HOSPITAL,390041,PA,0.8642,14.6,16.9
18619,READING HOSPITAL,390044,PA,0.9007,18.3,20.3
18620,WILLIAMSPORT REGIONAL MEDICAL CENTER,390045,PA,0.9394,4.3,4.6
18622,MERCY ST VINCENT MEDICAL CENTER,360112,OH,1.2052,16.7,13.8
18623,OHIOHEALTH MANSFIELD HOSPITAL,360118,OH,0.9989,16.4,16.4
18624,OHIOHEALTH MANSFIELD HOSPITAL,360118,OH,0.998,21.5,21.5
18625,ST JOHN MEDICAL CENTER,360123,OH,0.9382,16.5,17.6
18626,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,330236,NY,1.101,25.1,22.8
18627,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,330236,NY,1.0159,5.8,5.7
18628,NICHOLAS H NOYES MEMORIAL HOSPITAL,330238,NY,1.0042,19.9,19.8
18629,WOMAN'S CHRISTIAN ASSOCIATION,330239,NY,0.9886,6.0,6.1
18631,HARLEM HOSPITAL CENTER,330240,NY,1.0717,18.8,17.5
18632,ST CHARLES HOSPITAL,330246,NY,1.1655,5.6,4.8
18633,ST LUKE'S CORNWALL HOSPITAL,330264,NY,0.9365,16.0,17.1
18634,ST LUKE'S CORNWALL HOSPITAL,330264,NY,1.1599,20.3,17.5
18635,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,330267,NY,1.0525,23.6,22.4
18636,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,330267,NY,1.1224,19.3,17.2
18637,HUGH CHATHAM MEMORIAL HOSPITAL,340097,NC,1.0598,21.3,20.1
18639,SANDHILLS REGIONAL MEDICAL CENTER,340106,NC,1.0171,20.4,20.0
18640,VIDANT EDGECOMBE HOSPITAL,340107,NC,1.0311,4.3,4.1
18641,SENTARA ALBEMARLE MEDICAL CENTER,340109,NC,0.9367,4.4,4.7
18642,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,340113,NC,0.9498,14.2,14.9
18643,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,340113,NC,0.9185,11.6,12.6
18644,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,340113,NC,0.8458,3.3,3.9
18645,REX HOSPITAL,340114,NC,0.9028,14.1,15.6
18646,REX HOSPITAL,340114,NC,0.9544,20.6,21.6
18647,FIRSTHEALTH MOORE REGIONAL HOSPITAL,340115,NC,0.976,21.4,22.0
18648,FRYE REGIONAL MEDICAL CENTER,340116,NC,0.9396,13.0,13.8
18649,CAROLINAS HEALTHCARE SYSTEM STANLY,340119,NC,1.0039,18.4,18.4
18650,"OKLAHOMA HEART HOSPITAL SOUTH, LLC",370234,OK,0.9586,17.9,18.7
18651,"ST JOHN BROKEN ARROW, INC",370235,OK,1.2659,4.9,3.9
18652,"ST JOHN BROKEN ARROW, INC",370235,OK,0.9792,13.9,14.2
18654,INTEGRIS HEALTH EDMOND,370236,OK,0.9766,20.0,20.5
18655,INTEGRIS HEALTH EDMOND,370236,OK,1.0734,4.2,3.9
18656,YORK HOSPITAL,390046,PA,0.9475,19.1,20.2
18657,YORK HOSPITAL,390046,PA,1.2692,9.4,7.4
18659,TENNOVA HEALTHCARE-DYERSBURG REGIONAL,440072,TN,1.1285,21.8,19.3
18661,MAURY REGIONAL HOSPITAL,440073,TN,1.0723,15.5,14.5
18663,LECONTE MEDICAL CENTER,440081,TN,0.9535,18.7,19.6
18664,SAINT THOMAS WEST HOSPITAL,440082,TN,0.8919,4.0,4.5
18666,TENNOVA HEALTHCARE - JAMESTOWN,440083,TN,0.969,20.4,21.1
18667,SWEETWATER HOSPITAL ASSOCIATION,440084,TN,1.1006,17.7,16.1
18668,"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,0.9278,4.1,4.5
18669,ERLANGER MEDICAL CENTER,440104,TN,1.0738,14.1,13.1
18670,ERLANGER MEDICAL CENTER,440104,TN,1.009,18.2,18.0
18671,ERLANGER MEDICAL CENTER,440104,TN,0.9847,16.3,16.5
18674,ASHTABULA COUNTY MEDICAL CENTER,360125,OH,1.1106,20.2,18.1
18676,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,360132,OH,1.071,22.7,21.2
18677,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,360132,OH,1.063,5.1,4.8
18678,UH CLEVELAND MEDICAL CENTER,360137,OH,0.939,20.8,22.2
18679,MARYMOUNT HOSPITAL,360143,OH,1.2036,5.9,4.9
18680,MARYMOUNT HOSPITAL,360143,OH,1.0962,19.6,17.8
18681,SOUTH POINTE HOSPITAL,360144,OH,1.0463,21.1,20.2
18682,UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,360145,OH,1.297,6.7,5.2
18683,WAYNESBORO HOSPITAL,390138,PA,1.0384,16.9,16.2
18684,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,390139,PA,0.9256,3.7,4.0
18685,EXCELA HEALTH WESTMORELAND HOSPITAL,390145,PA,0.9314,4.0,4.3
18687,MID-COLUMBIA MEDICAL CENTER,380001,OR,0.9282,3.2,3.5
18688,ASANTE THREE RIVERS MEDICAL CENTER,380002,OR,0.7973,3.2,4.0
18689,ASANTE ASHLAND COMMUNITY HOSPITAL,380005,OR,0.9521,15.0,15.7
18690,LEGACY EMANUEL MEDICAL CENTER,380007,OR,0.9733,15.9,16.3
18691,OHSU HOSPITAL AND CLINICS,380009,OR,0.9916,16.8,17.0
18694,HOUSTON METHODIST SAN JACINTO HOSPITAL,450424,TX,1.0118,18.3,18.1
18695,HOUSTON METHODIST SAN JACINTO HOSPITAL,450424,TX,1.0959,15.6,14.2
18696,HOUSTON METHODIST SAN JACINTO HOSPITAL,450424,TX,1.0119,23.0,22.8
18697,ST DAVID'S MEDICAL CENTER,450431,TX,0.9497,15.1,15.9
18698,NAVARRO REGIONAL HOSPITAL,450447,TX,0.9514,15.3,16.1
18699,WILSON N JONES REGIONAL MEDICAL CENTER,450469,TX,1.0662,16.5,15.5
18700,ETMC HENDERSON,450475,TX,0.9925,15.0,15.1
18701,WOODLAND HEIGHTS MEDICAL CENTER,450484,TX,1.084,4.9,4.5
18702,CANONSBURG GENERAL HOSPITAL,390160,PA,1.0906,18.8,17.2
18703,EASTON HOSPITAL,390162,PA,1.075,19.5,18.2
18704,BUTLER MEMORIAL HOSPITAL,390168,PA,0.9551,17.1,17.9
18705,MARY IMOGENE BASSETT HOSPITAL,330136,NY,0.903,18.3,20.3
18706,MARY IMOGENE BASSETT HOSPITAL,330136,NY,0.9929,4.6,4.6
18707,ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,0.7969,11.1,14.0
18708,ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,0.9871,4.2,4.3
18709,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,330141,NY,1.0189,5.9,5.8
18711,SIOUX FALLS SPECIALTY HOSPITAL LLP,430090,SD,0.7839,3.0,3.8
18714,AVERA HEART HOSPITAL OF SOUTH DAKOTA,430095,SD,0.803,10.3,12.9
18717,MEDICAL ARTS HOSPITAL,450489,TX,0.9594,14.7,15.3
18718,STEPHENS MEMORIAL HOSPITAL,450498,TX,0.9331,20.6,22.1
18719,THE MEDICAL CENTER OF SOUTHEAST TEXAS,450518,TX,0.9494,19.9,20.9
18720,GRANT MEDICAL CENTER,360017,OH,0.9775,22.9,23.4
18721,GRANT MEDICAL CENTER,360017,OH,0.7734,3.7,4.8
18722,GRANT MEDICAL CENTER,360017,OH,0.9829,17.9,18.2
18725,GRAND LAKE HEALTH SYSTEM,360032,OH,0.9477,14.1,14.9
18726,MOUNT CARMEL WEST,360035,OH,1.1615,16.1,13.9
18727,WOOSTER COMMUNITY HOSPITAL,360036,OH,0.986,4.0,4.1
18728,ST VINCENT CHARITY MEDICAL CENTER,360037,OH,1.0838,22.4,20.7
18730,GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,1.1462,24.8,21.6
18731,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,0.9912,14.4,14.5
18732,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,1.0319,22.1,21.4
18733,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,1.0308,5.1,5.0
18734,NORTHERN WESTCHESTER HOSPITAL,330162,NY,1.0491,18.2,17.4
18737,NYU WINTHROP HOSPITAL,330167,NY,0.9868,17.0,17.2
18738,MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS,330169,NY,1.1306,19.1,16.9
18739,"CORTLAND REGIONAL MEDICAL CENTER, INC",330175,NY,1.086,25.4,23.4
18741,LONGVIEW REGIONAL MEDICAL CENTER,450702,TX,0.9147,18.4,20.1
18742,HOUSTON METHODIST ST JOHN HOSPITAL,450709,TX,1.2144,5.1,4.2
18743,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,450193,TX,1.122,15.8,14.1
18745,EAST TEXAS MEDICAL CENTER JACKSONVILLE,450194,TX,0.9961,20.2,20.3
18746,NORTHWEST TEXAS HOSPITAL,450209,TX,0.8477,18.3,21.6
18747,NORTHWEST TEXAS HOSPITAL,450209,TX,1.2176,5.5,4.5
18748,ETMC CARTHAGE,450210,TX,1.0101,18.9,18.7
18749,BAPTIST ST ANTHONY'S HOSPITAL,450231,TX,0.8499,15.1,17.8
18750,MEMORIAL HOSPITAL,450235,TX,1.0186,20.3,19.9
18751,KNOX COMMUNITY HOSPITAL,360040,OH,0.972,20.2,20.7
18752,MIAMI VALLEY HOSPITAL,360051,OH,0.8373,11.6,13.9
18753,ST LUKE'S HOSPITAL BETHLEHEM,390049,PA,0.9847,20.3,20.6
18754,ALLEGHENY GENERAL HOSPITAL,390050,PA,1.0037,4.3,4.3
18755,PENN HIGHLANDS CLEARFIELD,390052,PA,1.0156,4.1,4.0
18758,LANCASTER REGIONAL MEDICAL CENTER,390061,PA,0.9965,15.1,15.2
18759,LANCASTER REGIONAL MEDICAL CENTER,390061,PA,0.9948,19.9,20.0
18761,CYPRESS FAIRBANKS MEDICAL CENTER,450716,TX,0.9681,16.6,17.2
18762,ROUND ROCK MEDICAL CENTER,450718,TX,1.0202,13.9,13.6
18764,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,TX,0.9847,12.2,12.4
18765,PALESTINE REGIONAL MEDICAL CENTER,450747,TX,1.0432,6.2,5.9
18767,HAMILTON GENERAL HOSPITAL,450754,TX,1.0364,20.6,19.8
18768,COVENANT HOSPITAL LEVELLAND,450755,TX,0.963,18.6,19.4
18769,COVENANT HOSPITAL LEVELLAND,450755,TX,0.9902,20.0,20.2
18777,LAKE NORMAN REGIONAL MEDICAL CENTER,340129,NC,0.9509,20.1,21.1
18778,CAROLINA EAST MEDICAL CENTER,340131,NC,0.7704,3.6,4.7
18779,CAROLINA EAST MEDICAL CENTER,340131,NC,0.901,16.9,18.8
18780,NEW HANOVER REGIONAL MEDICAL CENTER,340141,NC,1.0525,4.4,4.2
18781,NEW HANOVER REGIONAL MEDICAL CENTER,340141,NC,0.9772,15.9,16.3
18783,DAVIS REGIONAL MEDICAL CENTER,340144,NC,0.9279,15.3,16.5
18784,UPMC HAMOT,390063,PA,0.9418,12.7,13.5
