,state,cms_number,name,nursing_care,physical_therapy,occupational_therapy,pathology_services,medical_soc_services,home_health_aid,star_rating,timeliness,rx_ed,fall_risk,depression_check,flu_shot,pneumonia_shot,d_foot_care,move_buff,in_out_bed_buff,bathing_buff,move_pain_debuff,breathing_buff,oral_rx_buff,hospital_admit,urgent_noadmit,readmit_expectation,er_admit_expectation
6923,TX,678008,ENCOMPASS HOME HEALTH OF WICHITA FALLS,True,True,True,True,True,True,4.0,99.2,99.7,100.0,100.0,77.3,84.8,97.9,76.7,71.5,77.1,79.6,74.8,72.5,16.0,14.2,2,2
6924,TX,678016,PT HOME SERVICES OF SAN ANTONIO INC,True,True,True,True,True,False,3.0,98.8,94.5,99.7,99.8,89.3,74.3,99.4,53.5,45.6,59.5,68.4,63.0,49.2,10.0,10.0,2,2
6925,TX,678034,TRINITY HOME HEALTH CARE SERVICES,True,True,True,True,False,True,1.5,88.5,93.3,95.9,86.7,4.1,8.3,97.4,50.2,42.9,37.0,60.8,40.5,32.3,14.3,19.1,0,0
6926,TX,678039,GIRLING HOME HEALTH,True,True,True,True,True,True,3.5,98.9,98.0,100.0,100.0,86.5,86.2,95.2,70.9,56.7,75.4,70.0,71.9,73.0,12.2,14.6,2,2
6927,TX,678058,PATHFINDER HOME HEALTH,True,True,True,True,True,True,2.0,90.4,88.7,99.8,96.2,63.2,73.7,84.8,58.1,55.8,61.2,37.5,33.4,37.8,13.4,13.4,2,2
6928,TX,678078,UT SOUTHWESTERN HOME HEALTH CARE,True,True,True,True,True,True,3.5,85.6,97.3,98.7,97.2,87.6,93.5,94.8,72.1,80.2,76.1,85.3,84.0,61.6,15.9,12.2,2,2
6929,TX,678093,TEXAS HELPING HANDS INC,True,True,True,True,True,True,2.0,95.6,100.0,100.0,100.0,55.9,91.0,97.8,60.1,51.5,58.5,54.4,37.8,37.4,18.4,10.0,2,2
6930,TX,678097,JORDAN HEALTH SERVICES,True,True,True,True,True,True,1.5,94.7,92.9,99.5,94.7,46.4,57.6,96.6,57.9,53.6,44.6,42.1,33.6,52.8,16.2,18.0,2,2
6931,TX,678101,PROGRESSIVE HOME CARE INC,True,True,True,True,True,True,4.0,92.9,99.5,100.0,100.0,84.8,84.8,99.1,78.8,71.4,90.3,78.8,66.5,63.7,12.7,8.8,2,2
6932,TX,678109,SOFT TOUCH HOME CARE INC,True,True,True,True,True,True,3.5,96.0,99.2,100.0,100.0,69.8,89.3,100.0,77.1,70.5,84.7,68.9,66.2,73.5,13.8,17.7,2,2
6933,TX,678137,EAST TEXAS HOME HEALTH,True,True,True,False,True,True,3.5,94.0,97.7,100.0,99.2,73.4,79.4,93.3,75.1,65.5,77.2,68.2,56.9,63.1,9.3,13.3,2,2
6934,TX,678144,"A & A HOME HEALTH SERVICES, INC.",True,True,True,True,True,True,1.5,85.2,91.4,98.5,91.2,61.2,7.6,98.8,31.5,24.5,23.3,31.5,29.4,32.3,7.2,8.3,2,2
6935,TX,678225,KELLYS HEALTH CARE INC,True,True,True,True,True,True,3.0,91.2,100.0,100.0,100.0,51.2,96.5,100.0,70.0,60.0,62.8,44.6,49.8,46.2,9.2,24.8,0,0
6936,TX,678162,QUANTUM HOME CARE LLC,True,True,True,True,True,True,2.5,87.9,81.9,99.7,100.0,33.1,33.7,100.0,73.2,51.2,72.3,83.5,46.4,57.8,14.6,6.8,2,2
6937,TX,678165,VICKI ROY HOME HEALTH CARE INC,True,False,True,False,False,True,5.0,97.3,100.0,100.0,100.0,88.5,100.0,91.3,84.1,78.4,100.0,82.9,97.3,87.8,8.3,15.8,0,0
6938,TX,678166,GUARDIAN HEALTHCARE,True,True,True,True,True,True,2.5,86.6,100.0,100.0,99.9,77.0,80.4,98.7,64.2,54.3,64.0,62.7,59.5,55.1,15.2,12.8,2,2
6939,TX,678169,"APPLIED HEALTH CARE NURSING DIVISION, INC.",True,True,True,True,True,True,2.5,93.2,93.0,99.3,99.4,62.8,85.3,99.5,61.6,52.6,64.8,70.2,65.4,36.7,13.9,15.0,2,1
6940,TX,678174,WIMBERLEY HOME HEALTH,True,True,True,True,True,True,4.0,95.7,98.9,99.2,100.0,91.3,87.7,100.0,64.5,68.2,76.4,80.1,80.9,63.5,13.6,10.2,2,2
6941,TX,678191,HOMECARE DIMENSIONS INC,True,True,True,True,True,True,2.0,98.5,87.3,99.8,99.3,58.4,70.3,87.7,49.6,50.5,53.3,52.3,52.4,40.4,10.3,10.3,2,2
6942,TX,678197,ENCOMPASS HOME HEALTH OF EAST TEXAS,True,True,True,False,True,True,4.0,98.5,98.0,100.0,100.0,79.8,81.4,99.3,79.0,72.4,83.5,80.3,86.9,75.1,16.9,14.8,2,2
6943,TX,678210,KINDRED AT HOME,True,True,True,True,True,True,3.0,95.2,97.4,100.0,98.3,83.7,92.1,92.4,69.8,61.0,73.2,65.4,63.4,61.9,17.4,14.3,2,1
6944,TX,678216,ROSE HOME HEALTH SERVICES INC,True,True,True,True,True,True,3.5,99.0,99.5,100.0,98.1,79.8,80.1,98.6,66.5,64.6,60.6,72.1,66.6,52.1,13.5,16.2,2,2
6945,TX,678267,ENCOMPASS HOME HEALTH OF AUSTIN,True,True,True,True,True,True,3.0,95.9,97.9,100.0,99.8,72.2,73.9,98.9,70.9,64.6,73.7,73.6,71.2,62.6,15.9,12.0,2,2
6946,TX,678236,CORPUS CHRISTI HOME CARE INC,True,True,True,True,True,True,3.5,96.1,98.7,100.0,100.0,67.0,84.7,99.2,78.2,75.8,74.3,65.7,73.2,47.3,11.0,14.2,2,2
6947,TX,678243,ENCOMPASS HOME HEALTH OF GREATER DALLAS,True,True,True,True,True,True,3.0,92.2,99.2,100.0,99.8,77.7,85.1,99.5,67.5,61.9,72.3,73.3,72.0,62.6,14.6,11.0,2,2
6948,TX,678260,ENCOMPASS HOME HEALTH OF HOUSTON,True,True,True,True,True,True,4.0,94.7,99.8,100.0,100.0,79.9,80.3,99.5,72.3,72.6,78.3,79.3,83.0,62.4,16.0,11.1,1,2
6949,TX,678279,HOME HEALTH RESOURCES INC,True,True,True,True,True,True,3.0,95.6,94.3,99.7,72.3,88.7,92.4,92.9,67.6,61.9,75.9,64.3,66.1,48.1,12.8,12.1,3,2
6950,TX,678299,IMS HOME HEALTH CARE INC,True,True,True,True,True,True,3.0,95.4,100.0,100.0,96.6,89.6,91.3,100.0,72.5,62.5,78.7,59.5,26.8,56.8,19.4,17.1,2,2
6951,TX,678304,AMA HOME CARE INC,True,True,True,True,True,True,4.5,99.2,100.0,100.0,100.0,82.3,84.7,100.0,70.4,88.3,79.6,88.4,84.9,68.2,10.7,12.0,2,1
6952,TX,678308,GOODWIN HOME HEALTH CARE SERVICES INC,True,True,True,True,True,True,2.5,94.3,99.2,98.6,96.5,81.7,95.2,99.4,64.8,54.2,60.2,59.2,45.0,43.3,19.2,8.5,2,2
6953,TX,678315,ANGELS AT HOME INC,True,True,True,True,True,True,2.5,96.5,89.5,99.1,100.0,79.7,86.0,100.0,53.9,62.4,68.3,72.7,64.6,53.8,15.8,14.5,2,2
6954,TX,678318,PINNACLE SENIOR CARE,True,True,True,True,True,True,3.5,94.2,99.6,100.0,99.1,85.7,88.3,100.0,63.9,60.1,68.7,75.5,77.3,52.5,12.8,12.2,0,0
6955,TX,678324,ENCOMPASS HOME HEALTH OF LIVINGSTON,True,True,True,True,True,True,3.5,95.4,99.2,100.0,100.0,77.6,82.6,96.8,76.6,67.4,80.9,79.9,72.1,64.7,20.0,12.1,2,2
6956,TX,678338,TRADITIONS HEALTH CARE,True,True,True,True,True,True,2.5,92.8,96.6,100.0,98.5,83.6,81.0,98.9,58.6,63.2,68.5,62.1,62.9,54.9,17.0,15.4,1,1
6957,TX,678352,ENCOMPASS HOME HEALTH OF THE PERMIAN BASIN,True,True,True,True,True,True,4.0,99.4,99.7,100.0,100.0,91.0,89.7,100.0,74.6,68.3,78.0,78.3,74.0,61.6,14.1,12.4,2,2
6958,TX,678372,NIGHTINGALE HOME HEALTHCARE OF HOUSTON,True,True,True,True,True,True,2.5,84.1,98.4,100.0,34.9,87.5,84.2,82.9,49.1,56.2,64.5,58.6,54.1,43.8,12.1,14.1,0,0
6959,TX,678376,HEALTHSOURCE HOME CARE  INC,True,True,True,True,True,True,2.0,86.7,96.9,100.0,79.6,64.2,72.0,100.0,54.2,57.4,35.8,27.9,26.9,53.7,14.5,5.7,0,0
6960,TX,678390,HOUSE CALLS HOME HEALTH,True,True,True,True,True,True,4.0,100.0,100.0,100.0,96.0,83.3,93.5,97.1,74.4,64.1,69.5,78.7,78.1,43.3,14.0,9.7,2,2
6961,TX,678422,TRICARE HOME HEALTH SERVICES INC,True,True,True,True,True,True,1.5,81.0,98.3,100.0,98.9,75.6,79.8,100.0,42.4,37.9,43.7,58.3,48.3,34.9,17.9,9.7,0,0
6962,TX,678428,TRIO HOME HEALTH CARE INC,True,True,True,True,True,True,2.5,96.2,99.5,100.0,99.1,80.7,82.5,97.4,55.7,51.0,60.1,53.3,54.0,47.7,17.8,14.0,2,2
6963,TX,678436,NEW ERA MEDICAL SERVICES INC,True,True,True,True,False,True,3.5,98.7,100.0,100.0,100.0,78.2,74.3,100.0,67.5,49.4,74.2,81.7,67.8,45.1,9.4,9.0,0,0
6964,TX,678455,BRAZOS RIVER HOME HEALTH,True,True,True,False,True,True,4.5,94.9,100.0,99.7,98.8,94.9,85.1,100.0,75.1,72.4,84.9,78.6,71.2,66.7,10.7,22.0,2,1
6965,TX,678464,NATIONAL NURSING & REHAB INC,True,True,True,True,True,True,2.5,87.1,96.8,95.0,90.3,78.6,75.0,100.0,57.1,45.2,45.7,67.6,39.5,36.3,10.4,7.3,2,2
6966,TX,678475,FIRST CHOICE HOME HEALTH CARE AGENCY,True,True,True,True,True,True,2.0,86.5,97.7,100.0,94.4,59.4,57.0,100.0,59.5,47.4,50.3,33.3,36.9,40.5,1.3,11.2,0,0
6967,TX,678485,"TRULITE HOME CARE, INC.",True,True,True,True,True,True,2.0,99.3,98.6,99.2,90.3,56.9,68.6,100.0,54.2,37.5,64.1,54.2,28.2,28.8,20.7,16.2,0,0
6968,TX,678490,GOODLOOKING HEALTHCARE,True,True,True,True,True,True,3.0,93.7,97.0,100.0,99.5,71.7,74.1,95.7,74.4,74.4,71.8,73.8,63.0,63.4,16.3,8.8,2,2
6969,TX,678499,SIGNATURE HEALTH SERVICES,True,True,True,True,True,True,3.0,93.9,98.8,99.8,99.7,74.8,85.7,100.0,63.3,59.6,68.5,89.6,79.6,67.6,17.4,11.2,2,2
6970,TX,679001,ALLSTAR HEALTHCARE INC,True,True,True,True,True,True,4.0,99.3,99.8,99.9,99.4,82.4,86.2,99.6,75.8,69.5,79.1,69.2,66.4,48.9,15.9,11.7,2,2
6971,TX,679002,AMEDISYS HOME HEALTH,True,True,True,True,True,True,4.0,98.5,98.6,100.0,98.8,70.2,72.4,99.5,69.6,67.8,75.0,75.7,79.8,61.3,12.3,11.5,2,2
6972,TX,679030,DIRECT HOME CARE SERVICES,True,True,True,True,True,False,4.0,44.2,100.0,100.0,100.0,98.9,100.0,100.0,95.7,82.8,99.6,94.0,26.7,71.6,26.7,8.1,0,0
6973,TX,679006,RESTORATIVE HEALTH CARE,True,True,True,True,True,False,2.0,92.9,97.8,99.0,98.2,47.1,49.3,90.7,44.1,39.2,51.2,48.9,56.9,38.0,17.1,7.7,2,2
6974,TX,679007,CHOICE HOMECARE,True,True,True,True,True,True,4.0,98.4,99.5,100.0,98.4,82.1,91.2,100.0,73.0,74.3,79.6,81.5,72.5,62.9,19.1,14.9,2,2
6975,TX,679008,HOME CARE PLUS,True,True,True,True,True,False,2.5,46.8,100.0,100.0,100.0,93.5,97.9,100.0,37.0,24.8,14.4,3.1,11.1,11.7,7.4,16.1,0,0
6976,TX,679009,LIFESPRING HOME CARE,True,True,True,True,True,True,3.0,88.6,99.6,99.6,92.6,84.4,91.4,98.9,73.9,50.4,68.5,86.8,70.1,42.9,21.0,9.9,0,0
6977,TX,679010,BAY VIEW HOME HEALTH SERVICES,True,True,True,True,True,True,3.0,94.8,99.5,100.0,98.4,77.1,84.2,98.5,73.2,63.8,73.0,69.4,61.0,42.5,22.5,16.2,2,2
6978,TX,679152,CARING PROFESSIONAL HEALTH SERVICES INC,True,True,True,True,True,True,3.5,92.0,98.9,100.0,98.8,86.1,86.0,99.0,72.7,71.5,81.1,86.4,75.7,68.5,17.6,11.4,2,2
6979,TX,679016,BRIT TEX NURSING SERVICES INC,True,True,True,True,True,True,3.5,100.0,97.8,100.0,100.0,72.4,78.2,97.7,79.2,56.6,72.5,74.0,67.8,52.9,11.7,15.5,2,1
6980,TX,679017,RELIABLE CARE HEALTH SERVICES,True,True,True,True,True,True,3.0,94.4,100.0,100.0,100.0,35.9,87.0,100.0,62.5,48.9,57.6,96.9,74.2,74.5,19.3,17.5,0,0
6981,TX,679021,ENCOMPASS HOME HEALTH OF NORTH CENTRAL TEXAS,True,True,True,True,True,True,4.0,98.4,98.8,99.8,99.1,69.9,84.8,97.8,73.2,75.0,79.0,83.0,84.4,81.8,16.1,14.9,2,1
6982,TX,679022,ENCOMPASS HOME HEALTH OF LUBBOCK,True,True,True,True,True,True,4.0,98.5,99.8,100.0,100.0,82.1,84.6,99.2,77.2,67.0,75.5,75.3,64.1,63.1,15.1,17.2,2,1
6983,TX,679023,VISION HOME HEALTH CARE INC,True,True,True,True,True,True,2.0,65.7,99.1,100.0,93.4,60.4,42.9,96.2,48.6,41.4,58.1,36.5,35.5,55.2,9.8,19.3,0,0
6984,TX,679025,CARDINAL HOME HEALTH CARE,True,True,True,True,True,True,2.5,91.9,83.6,100.0,97.3,80.4,85.5,91.7,60.3,56.6,63.5,49.8,54.5,50.2,13.0,9.5,2,2
6985,TX,679027,1ST TEXAS HOME HEALTH,True,True,True,True,True,True,3.5,95.0,96.5,99.3,99.4,82.5,91.5,96.0,82.5,73.3,80.7,80.5,63.2,77.5,15.0,12.6,2,2
6986,TX,679029,1ST TEXAS HOME HEALTH,True,True,True,True,True,True,3.0,98.4,99.3,100.0,99.9,70.1,76.5,100.0,72.0,63.6,71.5,66.0,64.2,61.8,13.3,12.3,1,2
6987,TX,679172,INTERIM HEALTHCARE,True,True,True,True,True,True,2.5,92.6,98.4,99.9,98.7,86.0,93.4,98.3,61.6,53.6,64.1,64.5,57.7,47.6,11.3,13.6,2,1
6988,TX,679032,TEXAS CARDIAC CARE,True,True,True,True,True,True,3.5,97.6,97.6,100.0,100.0,90.6,95.8,100.0,73.5,55.1,77.7,68.6,71.6,65.4,16.9,14.6,2,2
6989,TX,679034,GRAND VIEW HOME HEALTH,True,True,True,True,True,True,2.5,94.0,99.4,100.0,90.2,62.0,83.7,100.0,67.9,43.5,63.1,70.0,56.0,42.9,15.5,11.2,2,2
6990,TX,679041,HEALTH MASTERS HOMECARE INC,True,True,True,True,True,True,3.0,85.1,97.2,97.3,97.2,78.1,90.6,98.3,60.8,69.9,72.1,72.2,71.0,49.9,15.1,12.4,2,1
6991,TX,679044,ENCOMPASS HOME HEALTH OF CENTRAL TEXAS,True,True,True,True,True,True,4.0,96.9,99.9,100.0,99.9,81.9,86.7,99.5,72.3,62.8,80.0,77.2,75.7,69.2,15.6,11.5,2,1
6992,TX,679048,SETON HOME CARE,True,True,True,False,True,True,3.5,93.0,98.8,100.0,100.0,86.0,86.0,100.0,75.9,69.8,77.0,64.3,69.9,67.2,8.1,12.7,2,2
6993,TX,679050,AMERICAN HOME CARE,True,True,True,True,True,True,2.0,88.1,93.6,99.8,98.6,66.9,80.8,96.6,57.2,49.3,57.4,41.9,40.8,44.8,15.2,18.0,2,1
6994,TX,679052,MAIN STREET HOMECARE,True,True,True,True,True,True,3.5,96.4,99.2,100.0,97.6,85.2,88.4,99.1,67.4,69.1,75.6,63.6,61.3,56.4,13.3,10.7,2,2
6995,TX,679057,ABIDING HOME HEALTH OF DFW LLC,True,True,True,True,True,True,3.0,89.8,99.3,100.0,100.0,76.8,85.1,100.0,77.6,70.3,72.2,78.6,72.2,59.8,20.5,10.2,2,2
6996,TX,679081,SOUTH WEST TEXAS HOME HEALTH INC,True,True,True,True,True,True,2.5,96.8,98.9,100.0,100.0,81.8,86.0,100.0,65.7,56.4,63.4,48.6,36.2,49.5,25.1,10.9,2,2
6997,TX,679082,A PLUS FAMILY CARE LLC,True,True,True,True,True,False,2.0,88.0,95.9,99.3,98.8,58.2,66.5,94.3,40.4,39.0,52.9,25.0,20.9,28.3,10.1,19.2,2,2
6998,TX,679062,ALL CARE,True,True,True,True,True,True,2.0,78.3,85.0,99.1,98.9,85.1,64.6,98.8,53.4,38.4,59.5,28.6,15.1,43.8,14.6,11.8,2,2
6999,TX,679065,ORION HEALTH SERVICES INC,True,True,True,True,True,True,3.0,86.4,99.0,100.0,100.0,85.3,79.2,100.0,52.0,65.4,57.0,84.7,58.6,27.0,10.4,13.2,0,0
7000,TX,679067,TAYLOR HOME HEALTH INC,True,True,True,True,True,True,2.0,81.3,100.0,99.2,100.0,86.0,96.9,100.0,52.3,40.1,46.4,54.2,37.1,33.6,15.2,13.2,2,1
7001,TX,679069,FAMILY CARE OF TEXAS,True,True,True,True,True,True,1.5,86.2,93.1,99.7,95.8,67.8,81.2,91.2,56.5,52.1,51.4,48.6,50.4,42.9,15.6,16.7,2,2
7002,TX,679083,ACTIVE CARE HOME HEALTH INC,True,True,True,True,True,True,4.5,99.4,100.0,100.0,99.4,85.8,87.2,100.0,88.9,80.4,87.8,100.0,79.1,79.7,18.8,9.6,0,0
7003,TX,679071,EAST TEXAS HOME HEALTH,True,True,True,True,True,True,3.0,92.3,99.0,98.9,100.0,78.2,84.1,95.9,66.3,61.9,75.2,52.3,56.0,57.6,15.1,9.9,2,2
7004,TX,679072,ACTION HOME HEALTH CARE,True,False,False,False,False,True,2.5,89.7,98.8,94.9,100.0,42.6,83.7,100.0,60.0,52.0,62.0,56.0,43.1,26.3,12.1,7.2,0,0
7005,TX,679074,KINDRED AT HOME,True,True,True,True,True,True,4.0,95.9,99.7,99.9,98.5,81.4,83.5,98.8,74.6,64.1,80.0,80.2,83.0,69.0,15.8,13.3,2,2
7006,TX,679076,AT HOME HEALTHCARE,True,True,True,True,True,True,2.5,86.6,97.2,100.0,98.6,81.2,83.5,99.3,64.5,59.2,72.4,62.6,51.7,61.0,15.6,16.8,2,1
7007,TX,679079,ENCOMPASS HOME HEALTH OF EAST TEXAS,True,True,True,True,True,True,4.5,99.2,99.5,100.0,99.8,82.7,85.8,99.6,75.4,72.6,81.4,86.4,81.3,80.7,15.8,14.8,2,1
7008,TX,679174,TEXAS HOME HEALTH SKILLED SERVICES,True,True,True,True,True,True,3.5,96.1,99.0,99.7,97.9,84.3,90.2,98.6,65.5,64.3,73.7,69.6,73.8,49.7,17.6,11.9,2,2
7009,TX,679085,CASSEL HEALTH SERVICES,True,True,True,True,True,True,3.5,96.4,100.0,100.0,100.0,56.8,81.4,95.1,75.0,72.8,82.2,77.9,60.6,73.1,13.1,11.5,2,2
7010,TX,679086,HOME CARE NETWORK,True,True,True,True,True,True,1.5,95.4,97.8,99.8,99.5,73.0,86.4,99.4,49.7,40.9,48.6,42.4,33.3,44.1,22.7,14.1,2,1
7011,TX,679088,APICON HOME HEALTH AGENCY INC,True,True,True,True,True,True,4.0,85.5,100.0,100.0,100.0,60.5,78.5,100.0,90.3,85.2,100.0,83.2,85.8,97.3,17.5,8.2,2,2
7012,TX,679090,TEXAS HOME HEALTH SKILLED SERVICES,True,True,True,True,True,True,4.5,98.4,99.6,99.7,98.4,91.9,96.0,99.4,78.1,68.2,87.5,81.7,77.4,70.7,16.2,15.4,2,1
7013,TX,679092,CHOICE HOME HEALTHCARE,True,True,True,True,True,True,3.0,96.8,95.2,100.0,95.0,72.0,70.7,99.5,71.7,59.5,79.5,69.8,61.5,54.3,15.3,9.4,2,2
7014,TX,679095,VIRTUAL HOME CARE INC,True,True,True,True,True,True,3.0,94.0,99.0,99.9,98.8,73.7,82.7,98.4,67.2,61.6,69.4,72.1,62.5,65.4,17.1,13.6,2,2
7015,TX,679096,GIRLING HOME HEALTH TEXAS BY HARDEN HEALTHCARE,True,True,True,True,True,True,4.0,95.2,99.0,100.0,99.3,85.6,80.9,100.0,71.8,69.3,82.1,78.7,79.8,66.0,12.8,11.8,2,2
7016,TX,679097,ACC HEALTH SERVICES INC,True,True,True,True,True,True,5.0,98.8,100.0,100.0,100.0,96.2,96.4,100.0,100.0,95.2,98.0,100.0,100.0,88.2,9.6,11.4,0,0
7017,TX,679098,RESOURCE HOME HEALTH SERVICES,True,True,True,True,True,True,1.5,80.1,97.5,96.9,87.6,33.7,46.5,94.9,39.5,35.2,30.7,29.7,22.4,33.3,10.0,19.3,0,0
7018,TX,679100,AREA HOME CARE INC,True,True,True,True,False,True,3.5,94.9,100.0,100.0,98.9,86.9,89.2,100.0,69.7,61.0,63.9,74.9,63.0,60.1,10.9,16.5,2,2
7019,TX,679102,TEXAS HOME HEALTH SKILLED SERVICES,True,True,True,True,True,True,4.0,97.2,98.7,98.9,97.8,84.2,84.1,93.2,75.0,66.8,77.7,84.2,78.7,58.8,13.4,16.5,2,1
7020,TX,679103,TEXAS HOME HEALTH SKILLED SERVICES,True,True,True,True,True,True,5.0,98.9,100.0,100.0,99.5,81.7,83.7,100.0,84.6,77.9,90.8,91.0,82.9,87.2,15.5,14.7,2,2
7021,TX,679104,TEXAS HOME HEALTH SKILLED SERVICES,True,True,True,True,True,True,3.0,96.0,98.7,99.3,98.2,84.0,82.8,98.0,72.1,62.7,74.7,74.9,70.7,61.5,19.1,11.8,1,2
7022,TX,679105,HEARTBEAT HOME HEALTH AGENCY LTD LLP,True,True,True,True,True,True,1.5,48.1,89.2,98.9,100.0,46.2,76.0,83.3,49.9,37.0,50.9,57.2,63.1,58.8,31.5,15.2,0,0
7023,TX,679106,ACTIVE HOME CARE SERVICES,True,True,True,True,True,True,3.0,100.0,100.0,95.8,99.0,66.3,80.4,95.3,65.7,47.2,56.9,67.9,38.7,37.7,14.9,5.7,1,2
7024,TX,679108,TEXAS HOME HEALTH SKILLED SERVICES,True,True,True,True,True,True,5.0,99.4,100.0,99.9,99.7,91.8,90.6,100.0,83.9,73.0,90.6,87.6,81.8,69.1,14.0,14.4,2,2
7025,TX,679109,ANGLETON VISITING NURSES,True,True,True,True,True,True,2.0,92.4,81.6,100.0,99.4,65.8,66.2,100.0,55.1,60.5,63.9,51.4,45.1,58.1,17.4,23.2,2,2
7026,TX,679110,A UNIFIED HOME HEALTH AGENCY INC,True,True,True,True,True,True,2.5,87.7,100.0,100.0,98.5,53.8,72.6,97.0,74.1,50.1,61.5,51.6,13.4,44.8,13.2,7.9,0,0
7027,TX,679112,DIAMOND HOME HEALTH INC,True,True,True,True,True,True,1.5,70.0,98.7,97.0,81.1,3.3,3.3,98.3,53.9,45.5,31.4,40.8,31.0,21.6,19.1,11.1,0,0
7028,TX,679113,HERITAGE HOME HEALTHCARE,True,True,True,True,True,True,3.5,98.9,99.7,100.0,100.0,90.7,93.8,99.6,71.2,58.7,77.2,65.0,68.7,53.7,16.9,12.3,2,2
7029,TX,679120,TEXAS HOME HEALTH SKILLED SERVICES,True,True,True,True,True,True,4.5,97.0,99.2,99.8,99.2,93.2,93.2,98.0,76.5,70.5,82.5,82.8,79.8,66.0,13.6,13.8,2,1
7030,TX,679125,ANGELS ABOVE US INC,True,True,True,True,True,True,2.0,92.6,90.0,99.9,94.0,60.9,67.7,82.1,62.7,56.9,62.8,60.3,52.8,47.7,16.0,14.1,2,2
7031,TX,679126,TEAMCARE HOME HEALTH SERVICES INC,True,True,True,True,True,True,2.0,91.4,95.7,98.5,100.0,63.0,50.0,95.2,41.5,0.4,13.7,16.4,12.2,24.8,7.8,17.5,0,0
7032,TX,679129,GUARDIAN HEALTHCARE,True,True,True,True,True,True,3.0,100.0,100.0,100.0,99.7,76.4,81.3,100.0,61.4,53.8,63.9,69.1,56.4,49.3,15.2,8.7,2,1
7033,TX,679132,PINNACLE SENIOR CARE,True,True,True,True,True,True,4.5,96.0,100.0,100.0,99.6,99.5,99.2,100.0,77.6,72.0,82.3,91.9,84.6,82.5,14.0,8.4,0,0
7034,TX,679135,CAROCARE HEALTHCARE SERVICES INC,True,True,True,True,True,False,2.5,87.1,100.0,100.0,94.1,90.8,85.2,92.6,46.7,42.6,61.3,29.8,19.8,43.9,10.8,12.4,0,0
7035,TX,679136,DFW CONSOLIDATED HEALTHCARE SERVICES LLC,True,True,True,True,True,True,3.5,90.0,98.7,92.9,93.6,46.0,95.0,94.0,82.2,57.7,78.6,100.0,85.9,75.4,18.2,18.4,0,0
7036,TX,679137,ENCOMPASS HOME HEALTH OF HOUSTON,True,True,True,True,True,True,3.5,93.8,96.3,99.9,100.0,80.8,82.0,89.8,70.3,67.5,74.6,77.4,81.3,63.1,14.9,13.4,2,2
7037,TX,679138,ONESOURCE HOME CARE INC,True,True,True,True,False,False,4.5,92.8,100.0,100.0,100.0,66.1,74.0,97.8,87.0,81.0,97.3,82.2,77.1,84.0,10.5,11.7,2,1
7038,TX,679145,ABIDING HOME HEALTH LLC,True,True,True,True,True,True,3.0,96.9,90.4,100.0,99.8,76.8,78.8,89.8,67.8,61.8,70.8,66.3,69.4,63.1,17.8,12.3,1,1
7039,TX,679156,SHER DEN HOME HEALTH,True,True,False,True,False,True,2.5,100.0,99.5,100.0,100.0,88.4,89.4,100.0,48.6,45.3,64.3,27.6,23.5,43.1,13.5,13.3,2,2
7040,TX,679157,PROFESSIONAL HEALTH CARE,True,True,True,True,True,True,2.5,92.5,99.0,100.0,99.0,68.8,74.7,100.0,67.9,49.4,74.5,69.1,49.7,51.8,20.2,10.1,2,2
7041,TX,679159,ADVANTAGE PLUS HOMECARE,True,True,True,True,True,True,2.5,97.7,98.8,99.9,99.7,78.1,83.1,99.7,64.3,54.5,71.9,57.8,59.4,64.8,17.8,15.0,1,2
7042,TX,679160,SU CASA HOME HEALTH SERVICES,True,True,True,True,True,True,2.5,90.7,97.9,99.4,97.4,60.1,69.6,82.8,71.9,56.7,75.1,62.9,61.8,67.0,18.5,13.7,0,0
7043,TX,679163,HARBOR HOME HEALTH,True,True,True,True,True,True,3.0,91.5,99.4,100.0,100.0,70.4,71.0,97.8,68.8,63.0,70.9,64.8,58.2,57.1,14.9,11.1,2,2
7044,TX,679164,HOME HEALTH INNOVATIONS INC,True,True,True,True,True,True,1.5,89.4,98.4,100.0,99.4,3.0,2.9,100.0,59.9,42.4,48.7,44.5,5.4,34.2,16.9,14.7,0,0
7045,TX,679166,MED TEAM INC,True,True,True,True,True,True,4.0,96.2,100.0,100.0,100.0,86.7,92.1,100.0,78.5,67.1,81.8,66.9,63.8,51.1,8.4,12.9,2,2
7046,TX,679167,ENCOMPASS HOME HEALTH OF NORTH CENTRAL TEXAS,True,True,True,True,True,True,3.5,92.6,99.7,100.0,99.5,84.4,77.8,99.7,73.3,69.6,73.3,80.4,73.8,60.5,16.1,12.1,2,1
7047,TX,679169,TEXAS HEALTHCARE SOLUTIONS INC,True,True,True,True,True,False,2.0,82.2,94.5,97.6,90.3,70.7,79.1,94.9,63.8,53.3,69.0,66.8,54.6,50.0,17.3,8.4,2,2
7048,TX,679170,SELECT CARE HOME HEALTH INC,True,True,True,True,True,True,4.0,95.7,97.1,100.0,99.3,88.5,91.9,100.0,83.9,81.4,92.4,85.2,74.6,69.2,28.0,16.3,1,2
7049,TX,679171,CHAMBERS HOME HEALTH AGENCY OF NORTHEAST TEXAS COM,True,True,True,True,True,True,3.0,95.2,90.9,97.4,98.8,74.7,80.2,68.0,76.9,63.9,85.3,66.6,60.4,65.0,16.9,13.4,2,2
